"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"100","Tutu Atwell","WR","MIA","13","0","0","0","-","6.4","0.9","-","-","-","-","13.2","4.3","9.1","9.5","1.6","3.4","3","11.8","4.9","63.2"
"102","Shi Smith","WR","FA","17","2.2","1.2","4.2","0","10.9","0","0","0","3","2.7","4.6","0","-","9.7","3.4","2.7","17","0","3.6","61.6"
"103","Jarvis Landry","WR","FA","9","18.4","6.5","4.2","4.7","-","-","-","-","-","6.7","12.3","4","3.4","-","0","-","-","-","6.7","60.2"
"104","Justin Watson","WR","HOU","17","0","13","0","0","2","0","7.4","-","5.7","2.2","9.7","4.6","2.5","0","0","0","3.7","7.7","3.4","58.5"
"105","Ray-Ray McCloud III","WR","FA","17","3","2.6","2.1","1.6","0","0","16.5","2.1","-","4.3","0","2.2","0","2.8","2.6","13.1","5.2","0","3.4","58.1"
"106","Braxton Berrios","WR","FA","17","8.7","2.2","-0.2","5.7","8.4","9.6","7.2","0","1.6","-","0","2.3","2.9","3.5","2.4","0","3.4","0","3.4","57.7"
"107","Kadarius Toney","WR","FA","9","2.3","2","-","-","-","-","-","-","3.2","19","0","-","-","-","1.5","7.8","9.1","12.4","6.4","57.3"
"108","A.J. Green","WR","FA","13","3.3","6.6","0","-","0","2.7","-","0","-","9","10","1.5","-","1.7","0","-","3.7","18.1","4.4","56.6"
"109","Kendall Hinton","WR","FA","11","-","3","3.7","5.9","-","1.8","2.4","-","-","10.2","8.7","9.8","2.1","8.8","-","-","0","-","5.1","56.4"
"110","Rashod Bateman","WR","BAL","6","13.9","20.8","5.9","4.7","-","-","8.2","0","-","BYE","-","-","-","-","-","-","-","-","8.9","53.5"
"111","Tre'Quan Smith","WR","FA","10","-","-","14.5","2.8","2","13.3","10.9","0","5.9","0","-","1.8","-","-","-","-","-","1.6","5.3","52.8"
"112","Robbie Chosen","WR","FA","12","21.2","4.2","2.4","5.6","4.2","-","0","0","0.6","-","-","2.7","-","9","0","-","2.3","-","4.4","52.2"
"113","Damiere Byrd","WR","FA","12","-","-","-","0","0","-","14.5","15.7","0","8.8","4.9","-","2.2","-","0","2.5","2.2","1","4.3","51.8"
"114","Phillip Dorsett II","WR","LV","15","0","-","2.5","0","0","BYE","12.5","1.6","9.9","4.2","0","1.5","3.8","3.8","0","7.5","4.4","-","3.4","51.7"
"115","Wan'Dale Robinson","WR","TEN","6","1.5","-","-","-","-","12.7","11","3.5","-","3.5","19.4","-","-","-","-","-","-","-","8.6","51.6"
"116","Michael Thomas","WR","FA","3","22.7","18.5","9.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","17","51.1"
