#,PLAYER_ID,Player,Pos,Team,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL
1,18225,Drew Lock,QB,DEN,5,-,-,-,-,-,-,-,-,-,-,BYE,-,13.9,24.9,7.6,12.7,12,14.2,71
1,00-0032436,Jeff Driskel,QB,DET,4,0,-,-,-,-,-,-,-,-,18.1,27.5,15.6,-,-,-,-,-,15.3,61.1
1,00-0035040,David Blough,QB,DET,5,-,-,-,-,-,-,-,-,-,-,-,-,18.3,10.2,10.3,8.7,12.9,12.1,60.4
1,00-0022803,Eli Manning,QB,NYG,4,14.8,12.2,-,-,-,-,-,-,-,-,-,-,-,16,16.3,-,-,14.8,59.4
1,00-0035577,Devlin Hodges,QB,PIT,8,-,-,-,-,4.7,9.1,-,-,-,-,-,8.8,11.7,13.5,8.5,1.4,1.7,7.4,59.3
1,00-0025708,Matt Moore,QB,KC,6,-0.1,-,-,-,-,-,8.6,19,15,-,-,-,-0.1,-,-,-0.1,-,7,42.3
1,00-0029567,Nick Foles,QB,JAX,4,7,-,-,-,-,-,-,-,-,-,18.8,14.9,-1,-,-,-,-,9.9,39.7
1,15745,Brandon Allen,QB,DEN,3,-,-,-,-,-,-,-,-,17,-,14.4,3.1,-,-,-,-,-,11.5,34.5
1,00-0022787,Matt Schaub,QB,ATL,7,0,-,-,-,-,0,6.5,21.4,-,-,-0.1,6.2,-,-0.1,-,-,-,4.8,33.9
1,00-0026544,Chase Daniel,QB,CHI,5,0,-,-,12.2,15.4,-,-,-,-,-,0.4,-,0,-,-,-,-,5.6,28
1,00-0035652,Ryan Finley,QB,CIN,3,-,-,-,-,-,-,-,-,-,9.9,6.3,10.5,-,-,-,-,-,8.9,26.7
1,00-0026625,Brian Hoyer,QB,IND,5,0,-,-,-,-,-,-,-,16.3,9.2,-0.2,-,-,-,-,-0.2,-,5,25.1
1,00-0034343,Josh Rosen,QB,MIA,6,-0.8,2.9,9.3,10.2,-,1.4,-,-,-,0,-,-,-,-,-,-,-,3.8,23
1,00-0029665,Robert Griffin III,QB,BAL,7,7.1,-,-,-,-,-,-,-,-,0.7,0.5,1.3,-,0,0.6,-,7.8,2.6,18
1,00-0031288,AJ McCarron,QB,HOU,3,0,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,17.9,6,17.9
1,00-0027939,Cam Newton,QB,CAR,2,6.4,11.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.8,17.7
1,00-0022924,Ben Roethlisberger,QB,PIT,2,10.7,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.9,13.7
1,00-0034412,Luke Falk,QB,NYJ,3,-,7.9,2.9,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,3.9,11.6
1,00-0030533,Matt Barkley,QB,BUF,3,0,-,-,4.1,-,-,-,-,-,-,-,-,-,-,-,-,4.9,3,9
1,00-0031589,Brett Hundley,QB,ARI,3,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,5.5,0.6,2,6.1
1,10007,Tyrod Taylor,QB,LAC,8,0,0,0,0.2,0,-,-,-,-,-,-,-,0,6,-,-0.2,-,0.8,6
1,18241,Will Grier,QB,CAR,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.7,-2.3,2.7,5.3
1,00-0027688,Colt McCoy,QB,WAS,2,0,-,-,-,5.3,-,-,-,-,-,-,-,-,-,-,-,-,2.6,5.3
1,00-0030520,Mike Glennon,QB,LV,3,0,-,-,-,-,-,5.4,-,-,-,-,-1.2,-,-,-,-,-,1.4,4.2
1,00-0021206,Josh McCown,QB,PHI,3,-,1,-,-,-0.2,0,-,-,-,-,-,-,-,-,-,-,-,0.3,0.8
1,00-0030108,Ryan Griffin,QB,TB,2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-0.1,-,-,0.3,0.6
1,00-0032245,Sean Mannion,QB,MIN,3,-,-,-0.2,-,-,-,-,-,-,-,-,-,-,-,-0.3,-,1,0.2,0.5
1,00-0032156,Trevor Siemian,QB,NYJ,1,-,0.1,-,-,-,-,-,-,BYE,-,-,-,-,-,-,-,-,0.1,0.1
1,00-0035146,Trace McSorley,QB,BAL,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1
1,00-0029623,Alex Tanney,QB,NYG,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,0
1,00-0029677,Brandon Weeden,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0027854,Sam Bradford,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0033936,C.J. Beathard,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0029682,Brock Osweiler,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,11687,Geno Smith,QB,NYJ,1,-,-,-,BYE,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0
1,13351,James Franklin,QB,FA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0
1,00-0032792,Nate Sudfeld,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0031800,Taylor Heinicke,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0026197,Chad Henne,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0023662,Matt Cassel,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0029668,Andrew Luck,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0027796,Joe Webb III,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,16477,Cooper Rush,QB,FA,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,0
1,00-0031076,David Fales,QB,NYJ,2,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,0,0
1,00-0026898,Mark Sanchez,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,,Drew Anderson,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0033597,Chad Kelly,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,16417,Joshua Dobbs,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0023436,Alex Smith,QB,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
1,00-0034177,Tim Boyle,QB,GB,3,-,-,-,-,-,-,-0.3,-,-,-,-,0.6,-0.4,-,-,-,-,0,-0.1
1,16726,Nick Mullens,QB,SF,2,0,-,-,-,-,-,-,-0.3,-,BYE,-,-,-,-,-,-,-,-0.2,-0.3
1,00-0031395,Garrett Gilbert,QB,CLE,6,0,-,-,-,0,-,-,-,-,-,-0.1,-0.1,0,-0.1,-,-,-,-0.1,-0.3
1,18604,Jarrett Stidham,QB,NE,3,-,-,-0.4,-,0,-,-0.2,-,-,BYE,-,-,-,-,-,-,-,-0.2,-0.6
1,00-0031407,Blake Bortles,QB,LA,4,0,-,-,-,-,-,0,-,-,0.1,-,-,-0.9,-,-,-,-,-0.2,-0.8
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
