#,PLAYER_ID,Player,Pos,Team,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
13,19278,Michael Pittman Jr.,WR,IND,16,23.7,13.6,16.7,4.5,10.2,19.9,16.3,18,14.4,16.4,-,20.7,27.5,19.5,11.8,-,9.6,7.4,15.6,250.2
14,00-0036261,Brandon Aiyuk,WR,SF,16,32.9,7.3,-,20.8,9.8,11.6,10.7,15.9,BYE,14.5,26.6,13,15.6,16.6,6.7,17.3,24.4,5.5,15.6,249.2
15,18244,Deebo Samuel Sr.,WR,SF,15,11.3,22.1,25.1,0.6,11.5,1.1,-,-,-,15.9,9.2,22.4,35.8,34,21.9,9.4,18.2,5.2,16.2,243.7
16,20111,Chris Olave,WR,NO,16,19.2,14.6,18.4,1.4,9.2,16.6,12.7,9.6,16.6,21.4,BYE,18.4,16.9,12.8,-,23.3,5.6,14.6,14.5,231.3
17,13429,Adam Thielen,WR,CAR,17,3.2,20.4,31.5,15.2,27.7,28.5,-,15.2,7.9,10.2,15.4,1.2,5.5,12.4,8.3,15.4,9.8,3.2,13.6,231
18,17258,Calvin Ridley,WR,JAX,17,24.1,5.2,7,11.8,20.6,6.6,1.5,14.3,-,4,31.1,21.9,7.3,9.3,8.9,25.8,7.9,22.6,13.5,229.9
19,19222,DeVonta Smith,WR,PHI,16,17.7,23.1,6.8,14.8,1.6,9.4,8.9,22.9,14.1,BYE,15.9,23.6,24.6,10.3,10,17.9,6,-,14.2,227.6
20,00-0031544,Amari Cooper,WR,CLE,15,6.7,16,24.6,2.6,-,14.8,4.2,14.9,24.9,15.8,7.4,3.6,6.4,12.7,20.9,51.5,-,-,15.1,227
21,18219,DK Metcalf,WR,SEA,16,13.7,13.5,17.2,12.4,-,10.9,-,11.7,6,16.8,20.4,6.2,37.4,13.2,12.8,15.6,15.6,2,14.1,225.4
22,11606,DeAndre Hopkins,WR,TEN,17,13.5,8,7.8,10.3,22,3,-,34.8,10.5,5.7,15.9,7.9,18.9,25.4,4.1,4,14.2,17.6,13.2,223.6
23,23107,Jordan Addison,WR,MIN,17,16.1,16.2,11.2,0,18.4,11.8,31.3,21.4,10.2,10.9,7.4,9.9,BYE,4.7,29.1,1.2,5.8,15.7,13,221.3
24,18598,Jakobi Meyers,WR,LV,16,29.1,-,15.5,5.3,20.5,17.1,18,2.9,13.5,4.1,8.9,20.1,-,7.5,15.7,7.2,11.6,21.6,13.7,218.6
25,23020,Jayden Reed,WR,GB,16,6.6,19.7,9.3,10.5,1.7,BYE,11.1,12.3,7,19.4,19.2,15,5.6,20.5,17.2,-,26.9,15.2,13.6,217.2
26,23072,Garrett Wilson,WR,NYJ,17,14.4,16.3,9.8,15,8.4,17,BYE,17.6,13,18.3,0.9,17.4,8,20.1,5.9,15.8,9.9,5.4,12.5,213.2
27,23113,Rashee Rice,WR,KC,16,11.6,4,10.9,6.2,13.3,11.2,17,9.6,9.7,BYE,8.2,24.7,14.4,18.2,24.1,11.7,17.7,-,13.3,212.5
28,16406,Chris Godwin Jr.,WR,TB,17,10.1,10.8,8.2,19.4,BYE,13.7,12.6,17.8,3.6,9.4,9.9,7.5,7.9,10.3,25.5,13.9,17.1,11.5,12.3,209.2
28,18466,Terry McLaurin,WR,WAS,17,5.1,16.4,10.1,22.6,8.9,14.1,15,17.3,12.3,7.3,9.3,9,0,BYE,26.1,8,16.1,11.6,12.3,209.2
30,22963,George Pickens,WR,PIT,17,8.6,22.7,11.5,5.5,26.6,-,15.7,9.2,1.9,7.5,7.7,8.8,12.6,6.9,7.7,35.5,20.1,0.3,12.3,208.8
31,22916,Zay Flowers,WR,BAL,16,17.7,10.8,13,8,12.3,17.1,11.5,6.9,2.1,12.3,8,23.2,BYE,20,1.7,22.2,19.6,-,12.9,206.4
32,13971,Tyler Lockett,WR,SEA,17,3,25.9,8.4,9.4,-,15.4,7.8,22.1,6.2,23.2,10.1,6,9.7,14.9,5.1,16.1,2,17.1,11.9,202.4
33,19236,Justin Jefferson,WR,MIN,10,24,24.9,27.9,26.5,5.8,-,-,-,-,-,-,-,BYE,4.7,15.4,26.1,10.9,36,20.2,202.2
34,19790,Jaylen Waddle,WR,MIA,14,11.8,12.4,-,8.6,14.5,18.1,12.3,25.1,8.4,-,9.5,19.4,10.2,13.9,28.2,6.2,-,-,14.2,198.6
35,17253,Courtland Sutton,WR,DEN,16,13.2,11.6,19.1,11.7,2.3,14.6,19.6,10.9,BYE,17.3,16.6,9.1,15.7,15.2,12.1,0,-,1.2,11.9,190.2
36,23794,Romeo Doubs,WR,GB,17,18.6,5,18.3,18.5,1.4,-,11,11.8,6.6,12.1,16.3,6.7,11.2,7.2,6,17.9,5.8,0,10.3,174.4
36,23163,Drake London,WR,ATL,16,0,18.7,5.1,11.8,14.7,21.5,11.4,10.5,-,6.6,BYE,14.1,1.8,29.2,4.4,6.9,9.6,8.1,10.9,174.4
38,12122,Brandin Cooks,WR,DAL,16,4.2,-,3.7,6.7,2.3,15,-,14.2,1.7,32.3,7.2,17.2,16.5,5.7,3,10.3,17,16.2,10.8,173.2
39,00-0038977,Tank Dell,WR,HOU,11,6.4,20.2,25.5,3.9,8.3,-,BYE,6.1,29.6,18.9,28.9,17.2,0,-,-,-,-,-,15,165
40,16433,Cooper Kupp,WR,LA,12,-,-,-,-,19.8,27.8,6.9,6.1,6.8,-,2.1,4.8,15.9,25.5,25.1,10.9,12.7,-,13.7,164.4
41,19398,Gabe Davis,WR,BUF,17,5.2,21.2,10.3,15.1,22,3.1,1.6,23.7,0,9.6,0,22.5,-,0,0,23,4.1,0,9.5,161.4
42,16434,Curtis Samuel,WR,WAS,16,11,6.2,7.4,18.2,18.5,14.2,6.5,6.2,-,2.6,1.5,19,10.5,-,21.1,3,6.3,5,9.8,157.2
43,24706,Josh Downs,WR,IND,17,6,7.7,13.7,5.4,15.7,13.1,23.5,14.2,2,6,BYE,9.3,4.4,6.2,4.9,9.9,7.3,7.8,9.2,157.1
44,24687,Rashid Shaheed,WR,NO,16,19,10.3,6,6.3,4.8,18.3,7.2,24.3,5.2,7.4,-,2.9,-,0,6.6,18.4,3.4,15.5,9.7,155.6
45,00-0035216,Diontae Johnson,WR,PIT,13,7.8,-,-,-,-,-,12.9,16.5,22,2.7,3.6,9,13.3,14.7,16.2,3.5,11.6,18.9,11.7,152.7
46,18706,Darius Slayton,WR,NYG,17,4.5,9.2,6.2,4.3,5.5,10.9,3.2,0.9,9.9,5.1,18.2,3.6,BYE,3.4,10.3,18,20.6,17.2,8.9,151
47,17268,Christian Kirk,WR,JAX,12,1.9,22,15.4,16.4,14.4,13.9,19,8.6,BYE,14.4,7.8,12.9,3.6,-,-,-,-,-,12.5,150.3
48,23070,Jaxon Smith-Njigba,WR,SEA,17,4.3,8.4,2,3.5,BYE,8.8,16.3,12.6,12.3,9.3,7,6.1,13.2,6.5,14.8,12.1,8.2,4.4,8.8,149.8
49,00-0033009,Tyler Boyd,WR,CIN,17,3,11.2,8.9,6.6,9.9,16.8,-,13.6,8.6,19.7,5.2,5.3,8.2,4.3,7.3,10.9,4.9,1.4,8.6,145.8
50,19201,Jerry Jeudy,WR,DEN,16,-,5.5,13.1,8.2,11,4.4,11.4,13,-,6.5,10.8,3.1,8.1,3.6,10.4,7.4,8.4,16.9,8.9,141.8
51,19211,Tee Higgins,WR,CIN,12,0,28.9,4.1,3.9,-,4,BYE,11.9,19,-,-,-,6.6,9.2,22.1,25,2.9,-,11.5,137.6
52,18226,Hollywood Brown,WR,PHI,14,8.7,17.4,17.1,16.6,16.1,7.4,7.9,15.3,6.4,3.8,3.2,14.8,0,-,0,-,-,-,9.6,134.7
53,22985,Wan'Dale Robinson,WR,NYG,15,-,-,6.1,9.7,6.9,14.2,3.2,1.7,13.5,2.6,6.7,6.6,-,17.5,6.5,4.6,19.9,13.5,8.9,133.2
54,20114,Elijah Moore,WR,CLE,17,9.2,7.1,11.8,2,-,6.7,9.9,5,3.4,15.4,12,5.4,12.3,7.2,3.7,3.9,17.1,0,7.8,132.1
55,16439,Josh Reynolds,WR,DET,16,12,23.6,-,9.9,17.6,8,6.3,0.3,-,3.5,2.1,9.5,2.2,13.4,6.1,2.6,2.3,9.4,8.1,128.8
56,23101,Jahan Dotson,WR,WAS,17,9,5.2,4.1,12.7,6,0,9.3,24.8,16.9,0,11.3,10.2,4.3,-,2.2,5.1,0,3.7,7.3,124.8
57,00-0036345,K.J. Osborn,WR,MIN,16,6.1,12.4,10.6,2.6,9.9,8.8,9.7,17.9,3.7,-,1.7,6.4,-,5.5,1.3,20.5,0,2.9,7.5,120
58,24354,Dontayvion Wicks,WR,GB,15,0,12,8.5,0,2,BYE,3.4,4.8,6.9,8.1,12.1,-,7.3,4,15.7,10.9,-,24.1,8,119.8
59,00-0034777,DJ Chark Jr.,WR,CAR,15,-,2.5,18.6,4.8,13.2,5.6,-,4.3,8.9,-,0,6.4,8.6,4.6,2.8,27.8,2.8,4.6,7.7,115.5
60,25333,Michael Wilson,WR,ARI,13,3.9,8.6,10.6,26.6,2.8,9.2,5.6,9.8,-,6.4,-,-,-,BYE,0,0,15.5,15.5,8.8,114.5
61,23748,Khalil Shakir,WR,BUF,17,0,8.1,1.5,0,2.1,2.3,7.5,15.2,9.7,3.4,20.5,7.7,BYE,2.2,0,7.5,8.9,16.5,6.7,113.1
62,20126,Tutu Atwell,WR,LA,16,17.9,15.2,17.2,7.4,8.9,4,10.1,6.9,5.3,BYE,2.7,10.6,1.9,0,-,0,0,4.3,7,112.4
63,00-0031235,Odell Beckham Jr.,WR,BAL,14,5.7,5.9,-,-,3.3,5.4,9.9,0,14.6,11,15.6,6.4,-,19.7,2.4,3.3,4.3,-,7.7,107.5
64,25304,DeMario Douglas,WR,NE,14,8,1.9,3,6.5,3.4,-,11.4,7.9,10.5,14.4,BYE,10.9,-,-,6.3,12.4,7.3,3.3,7.7,107.2
65,22845,Joshua Palmer,WR,BUF,11,1.4,4.3,14.6,10.7,-,10,18.3,5.4,-,-,0,-,BYE,-,21.3,9.7,-,11,9.7,106.7
66,16443,Noah Brown,WR,HOU,10,4.9,-,-,-,-,5.7,-,8.7,27.3,24.2,-,-,0,0,22.2,6.8,1.8,-,10.2,101.6
67,23886,Christian Watson,WR,GB,9,-,-,-,10.5,11.6,BYE,5.7,6.3,4.7,4.3,10.2,20.4,27.6,-,-,-,-,-,11.3,101.3
68,17066,Kendrick Bourne,WR,NE,8,24.4,6.9,8.6,5.6,6.3,19.3,16.3,12.6,-,-,-,-,-,BYE,-,-,-,-,12.5,100
69,16081,Kalif Raymond,WR,DET,17,3,13.7,9.5,4.8,7.5,5.6,4,4.2,-,6.6,1.5,14.6,0.9,4.5,2.2,5.7,2.1,7,5.7,97.4
70,00-0031549,Nelson Agholor,WR,BAL,17,0,17.3,7.9,1.4,10.4,6,8.2,0,1.2,0,10.7,3.1,-,8.2,0,10,3.8,8.9,5.7,97.1
71,00-0039052,Trey Palmer,WR,TB,17,8.8,3,1.8,8.6,-,6.7,1.5,5.2,8.1,4.1,6.8,5.7,4.5,1.8,1.5,8.2,16.4,3,5.6,95.7
72,23791,Alec Pierce,WR,IND,17,1.5,4.8,7.3,4.8,2,5.5,8.3,7.1,0,3.1,BYE,6.7,19,4.2,2.3,6,12.8,0,5.6,95.4
73,23123,Quentin Johnston,WR,LAC,17,2.9,1.7,3,2.8,BYE,0,3,10,3.6,13.4,4.1,1.7,10.2,12.1,10.3,5,5.9,4.3,5.5,94
74,00-0032765,Michael Thomas,WR,NO,10,11.1,12.5,11,9.3,10.5,9.5,13.2,10.8,0,1.9,-,-,-,-,-,-,-,-,9,89.8
75,00-0030431,Robert Woods,WR,HOU,14,11.7,13.4,6.4,5.6,6,7.6,-,-,-,2.5,9.4,6,0,0.8,6,4.1,9.8,-,6.4,89.3
76,17603,Justin Watson,WR,KC,16,6.5,7.2,7.1,1.5,7.6,0,BYE,6.2,3.5,-,16.3,7.3,0,2.8,4.1,13.8,5.1,0,5.6,89
77,00-0034764,Michael Gallup,WR,DAL,17,2,1.3,15.2,11,3.5,5.4,-,4,3.9,15,6.1,2.3,0,13.8,1.9,2.4,0,0,5.2,87.8
78,15665,Demarcus Robinson,WR,LA,9,-,-,-,-,-,-,-,-,2.5,-,4.4,3.3,15.5,13.6,14.7,20.2,13.2,0,9.7,87.4
79,19747,Nick Westbrook-Ikhine,WR,TEN,13,9.8,11.5,-,16.1,1.9,5.5,-,10.3,3.3,1.9,1.7,8.1,3.8,6.8,4.3,-,-,-,6.5,85
80,23030,Jonathan Mingo,WR,CAR,15,3.7,5.6,5.1,-,9.8,4.1,BYE,10.2,1.5,5,1.6,10,12.9,4.2,7.2,1.9,2,-,5.7,84.8
81,23677,Jameson Williams,WR,DET,12,-,-,-,-,2.2,13.3,0,3.6,BYE,3.8,12.4,7.1,10,0.4,8.7,9.3,9.5,-,6.7,80.3
82,19810,Darnell Mooney,WR,CHI,14,15.3,-,0,9.1,0,6.8,7.4,5.4,13.2,3.4,3.4,2.6,BYE,6.4,3.4,2.5,-,-,5.6,78.9
83,16431,Zay Jones,WR,JAX,9,16.5,0,-,-,11.3,-,-,-,-,-,6,2,12.8,7.9,10.9,-,-,10.7,8.7,78.1
84,19794,Rashod Bateman,WR,BAL,16,6.5,4.8,1.6,-,1.8,3.5,5.6,7.2,5.8,4.5,8,4.1,BYE,4.4,6.9,2.4,9.4,0,4.8,76.5
85,00-0037382,Brandon Johnson,WR,DEN,13,5.1,20.6,3.2,7.4,1.9,0,0,-,-,-,-,-,0,0,0,15.7,6.7,12.8,5.6,73.4
86,00-0031547,DeVante Parker,WR,NE,13,-,11.7,3.9,5.3,4,1.7,1.8,2.4,-,-,-,7.2,10.4,-,9.4,10.5,2.5,1.6,5.6,72.4
87,25337,Tre Tucker,WR,LV,16,-,3.4,0,0,1.6,8.1,3.8,0,7.6,0.9,5,0,BYE,0,20.7,1.1,5.6,14,4.5,71.8
88,23080,Marvin Mims Jr.,WR,DEN,16,2.9,20.3,16.6,6.7,-0.6,0,-1.1,1,BYE,-0.3,3.2,5.5,2.3,3.1,1.1,7.3,-,2.7,4.4,70.7
89,17262,Cedrick Wilson Jr.,WR,MIA,14,-,-,-,2.6,9.2,0,6.8,7.1,10.1,-,5.3,0,0,5,2.2,7.2,10.7,3.4,5,69.6
90,15654,Chris Moore,WR,TEN,17,0,5.9,6.1,5.4,0,1.6,-,0,3.9,4.1,9.7,7.2,2.2,3.2,6.9,1.9,4.2,6,4,68.3
91,00-0034646,Brandon Powell,WR,MIN,17,0,-2,1.5,0,9.2,4.9,10.9,2.2,9.5,7.5,6.2,7.7,-,0,0,8.3,0,1.2,3.9,67.1
92,18585,Greg Dortch,WR,ARI,16,0,0,0,0,0,0,0,-,1.2,0,13.6,11.7,2.9,-,4,12.5,15.2,3.4,4,64.5
93,00-0035341,Trenton Irwin,WR,CIN,15,0,-,-,2.7,14,0,-,4.4,0,13.4,6.6,3.5,3.5,0,0,7.7,1.4,5.4,4.2,62.6
94,00-0031428,Allen Robinson II,WR,PIT,17,11.4,3.2,6.4,1.8,7.9,-,1.7,0,2,0,5,2.1,4.9,3.1,4.9,7.6,0,0,3.6,62
95,16427,JuJu Smith-Schuster,WR,NE,11,7.3,7.8,1.5,2.4,3.6,-,-,7.3,11.1,1.9,-,3,2.1,13,-,-,-,-,5.5,61
96,00-0038612,A.T. Perry,WR,NO,10,-,-,-,-,-,BYE,-,0,0,11.8,-,1.7,4,5.4,5.4,10.5,1.5,20.3,6.1,60.6
97,25251,Jalin Hyatt,WR,NYG,17,0,10.9,0,3,0,5.1,9.5,0,3.9,0,1.7,15.9,BYE,3.3,0,0,5.5,1.5,3.5,60.3
98,17301,Allen Lazard,WR,NYJ,14,6.6,4.3,6.9,15.1,6.3,1.8,-,7.5,3.8,2.7,0,-,0,0,5.1,0,-,-,4.3,60.1
99,19375,Isaiah Hodgins,WR,NYG,17,1.4,14,0,5.4,3.9,0,3.3,0,0,0,4.2,8.2,BYE,10.2,0,0,2.8,6.6,3.5,60
100,18520,KaVontae Turpin,WR,DAL,16,10.5,2.5,0,6.1,9.6,0,BYE,2.3,7.5,-,4.3,10.4,2,2.2,0,1.8,0,0.5,3.7,59.7
101,23770,Jalen Tolbert,WR,DAL,17,0,4.8,0,9.3,0,-2,-,0,13.9,2.2,3.2,6.9,2.7,0,0,7.1,1.9,8.8,3.5,58.8
102,25758,Xavier Gipson,WR,NYJ,17,6,0,0,2.7,-2,1.8,-,0.3,5.2,3.4,-0.3,3.5,12.8,8.2,4.9,2.7,8.1,1.4,3.5,58.7
103,17289,Braxton Berrios,WR,MIA,16,7.2,4.8,5.3,17.4,3.3,4,1.7,2.8,0,-,-,0,0,3.3,2.2,0,3,2.9,3.6,57.9
104,25339,Jake Bobo,WR,SEA,17,0,1.3,7.5,0,BYE,6.3,16.1,10.6,0,3.3,1.8,1.6,1.9,0,1.4,1.8,1.4,1.9,3.3,56.9
105,17528,Marquez Valdes-Scantling,WR,KC,16,6.8,3.3,4.7,1.6,2.2,0,17.4,2.7,4.2,-,0,0.9,4.5,4.2,2.7,0,1.3,-,3.5,56.5
106,23905,Skyy Moore,WR,KC,14,0.4,16,8.2,1.9,3.1,4.2,3.5,1.8,5.3,-,1.4,6.4,1.5,0,0,-,-,-,3.8,53.7
107,00-0036913,Kadarius Toney,WR,KC,13,1,8.8,0.9,4.2,7.7,9.4,2.3,1.1,2.8,-,4.6,-,0.6,7.1,2.5,-,-,-,4.1,53
108,23739,Calvin Austin III,WR,PIT,17,9.7,1.8,15.2,5.9,0,-,0.1,4.9,1,1.9,0,1.5,2,1.2,0,6.7,0,0.8,3.1,52.7
109,19590,Jauan Jennings,WR,SF,13,0,7.1,5.1,-,2.9,4.6,10.4,0,-,1.8,0,1.7,13.4,0,4.5,-,-,-,4,51.5
110,25335,Andrei Iosivas,WR,CIN,16,0,0,0,0,1.9,7.3,BYE,7.2,1.9,0,-,2.6,0,0,1.5,7.6,0,20.6,3.2,50.6
111,00-0033536,Mike Williams,WR,LAC,3,8.5,16.6,25.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.7,50.2
112,00-0037257,David Bell,WR,CLE,15,0,5.7,0,0,-,1.6,0,0,-,-,0,0,3.2,11.1,0,1.6,2.7,22.8,3.2,48.7
113,18345,Hunter Renfrow,WR,LV,16,-,3.3,3.7,3.2,1.7,0,3.4,3.9,5.2,1.5,9.2,7.8,-,5.6,0,0,0,0,3,48.5
114,18590,Lil'Jordan Humphrey,WR,DEN,16,9.1,1.4,-,2.1,0,0,0,0,BYE,2.4,0,2.3,2.2,2.2,10.6,0,14.9,0,3,47.2
115,24049,Bo Melton,WR,GB,5,-,-,-,-,-,BYE,-,-,-,-,-,0,-,-,1.7,9.1,22.5,12.6,9.2,45.9
116,00-0032543,Alex Erickson,WR,LAC,8,-,-,-,-,-,-,-,-,-,-,2.2,2.7,3.3,1.9,8.3,5.1,16.8,4.9,5.7,45.2
117,25287,Cedric Tillman,WR,CLE,14,0,0,0,1.5,BYE,-,-,-,1.3,0,2,9.5,4,4.3,9.2,3.3,1.8,7.3,3.2,44.2
118,16489,Mack Hollins,WR,ATL,13,6.1,9,3.3,0,4.9,7.1,0,4.7,6.6,-,BYE,-,-,1.4,-,0,0,0,3.3,43.1
119,19483,Van Jefferson,WR,ATL,17,6.4,1.9,6,4.9,0,0,1.5,5.4,2.4,0,-,2.3,0,0,0,2.3,4.9,3.3,2.4,41.3
120,16666,Jamal Agnew,WR,JAX,11,-0.2,1.5,6.9,-,0.1,0,7.5,0,-,0,-,-,-,-,15,2.2,7.3,-,3.7,40.3
121,00-0035215,Deonte Harty,WR,BUF,16,4.3,2.4,3.3,3,8.2,7.3,2,0,0,0,-0.2,-,-,3.5,0,-2,0,8.2,2.5,40
122,22905,Treylon Burks,WR,TEN,11,4.7,10.6,1.5,-,-,-,-,0,4.8,-,-,-,0,1.6,9.4,4.2,3.1,0,3.6,39.9
123,23106,Parker Washington,WR,JAX,9,-,-,-,0,-,-,-,-,BYE,-,0,0,18.1,8.7,5.2,3.9,1.2,2.1,4.4,39.2
124,18714,Scotty Miller,WR,FA,15,0,0,-,-,3,1.4,5.6,9.4,0,7.2,-,1.4,0,0,0,2.5,0,8.6,2.6,39.1
125,18864,Olamide Zaccheaus,WR,PHI,16,0,-,13.8,2.1,0,1.5,0,1.5,1.8,-,0,9.9,0,3.8,0,0,0,4,2.4,38.4
126,18166,KhaDarel Hodge,WR,ATL,17,0,0,2.5,3.9,2.1,0,2.9,10.5,9,0,-,0,0,2.8,2,1.5,0,0,2.2,37.2
127,00-0027944,Julio Jones,WR,PHI,11,-,-,-,-,-,-,1.3,7.8,0,-,2.5,1,0,0,1.6,1.5,17.4,3.3,3.3,36.4
128,00-0038941,Tyler Scott,WR,CHI,17,3.4,0,1.6,1.9,0,3.2,5.3,2.1,-0.5,4.1,-0.6,0,-,2.1,7.6,0,3.5,2.2,2.1,35.9
128,00-0031941,Jamison Crowder,WR,WAS,16,0,0,-,0,4.1,0,0,22.5,6.3,0,3.2,0,0,-,0,-2,0,1.8,2.2,35.9
130,25334,Derius Davis,WR,LAC,17,1.5,1,1.3,8.7,BYE,0,3.4,2.4,7,2.7,0.7,1.1,0,0,-1.2,2.4,0.2,4.5,2.1,35.7
131,00-0036271,Quez Watkins,WR,PHI,8,3.7,-,-,-,2.4,-,-,-,-,BYE,-,0,5.8,0,0,0,-,23.3,4.4,35.2
132,20113,Dyami Brown,WR,WAS,17,0,5.5,0,7.1,2.1,0,0,0,5.3,12.1,1.7,0,1,BYE,0,0,0,0.2,2.1,35
133,24134,Deven Thompkins,WR,TB,17,3,1.1,2.6,15.6,-,2.3,2.4,0,0,2.1,1.7,0,2.1,0,-0.1,0,1,1.1,2.1,34.9
134,25668,Malik Heath,WR,GB,13,0,0,0,-,-,-,-,-,0,0,1.7,8.6,2.5,7.6,5.9,1,2.3,3.9,2.6,33.5
135,00-0036955,Terrace Marshall Jr.,WR,CAR,8,4.3,-,8.5,14.6,-,0,-,1.9,0,2.1,-,-,-,-,-,-,-,1.5,4.1,32.9
136,00-0036635,Ihmir Smith-Marsette,WR,CAR,17,0,0,0,0,0,0,-,0,0,6,0,2.4,0,1,5.2,12.1,4.2,1.6,1.9,32.5
137,22895,John Metchie III,WR,HOU,16,-,2.7,3.3,3.2,4,0,BYE,0,2.4,4.5,2.2,1.6,1.9,1.6,1.1,0,2.2,1.5,2,32.2
138,00-0037273,Kyle Philips,WR,TEN,9,-,-,-,-,0,-0.4,-,5.4,10.8,9.1,2,0.7,-,0,-,-,-,3.5,3.5,31.1
139,23012,Ronnie Bell,WR,SF,16,0,0,10.4,1.7,0,0,-,0,-,3,0,0,0,0,0,8.2,0,7.5,1.9,30.8
140,18463,Parris Campbell,WR,NYG,12,1.2,6.1,8.4,4.5,4.3,0,0,0,3.5,1.6,0,0.8,-,-,-,-,-,-,2.5,30.4
141,17530,Ray-Ray McCloud III,WR,SF,12,0,0,0,4.2,1.1,3.7,4,6.3,-,0,0,3.3,-,-,-,-,-,5.9,2.4,28.5
141,00-0036387,Jalen Reagor,WR,NE,11,-,-,-,-,-,0,2.1,0,2.1,0,-,-,2.1,0,0,5.3,10.9,6,2.6,28.5
141,00-0036233,Donovan Peoples-Jones,WR,DET,15,2.2,1.7,7.9,1.7,-,0,4.2,0,-,-,0,0,0,2.7,1.5,2.1,0,4.5,1.9,28.5
144,00-0034297,Byron Pringle,WR,WAS,15,-,1.4,-,2.5,2,0,2.6,0,8.5,1.7,3.2,4.7,0,-,1.5,0,0,0,1.9,28.1
145,22913,Tyquan Thornton,WR,NE,9,-,-,-,-,-,1.6,1.2,-,1.7,BYE,-,4.2,3.9,4.7,1.5,3,5.4,-,3,27.2
146,17224,River Cracraft,WR,MIA,10,13,5.4,2.3,-,-,-,-,-,-,-,0,0,3.6,0,0,-,0,2.8,2.7,27.1
147,18587,Mecole Hardman Jr.,WR,KC,8,-,1.6,-,-,-,0,1.6,1.6,4,-,3.2,-,BYE,-,-,-,0,13.7,3.2,25.7
148,17888,Trent Sherfield Sr.,WR,BUF,15,-,-,3.8,3.8,1.3,0,1.5,0,1.9,0,0,0,-,1.9,0,0,0,11.4,1.7,25.6
149,00-0035414,Jalen Guyton,WR,LAC,8,-,-,-,-,-,-,-,-,0,14.1,-,1.4,1.5,1.8,3.9,2.2,0,-,3.1,24.9
150,15688,Robbie Chosen,WR,MIA,9,-,-,13.8,0,0,0,-,-,-,-,5.9,-,-,-,0,2.9,0,0,2.5,22.6
151,00-0036364,Lynn Bowden Jr.,WR,NO,15,-,-,0,0,0,0,0,0,0,2.2,-,4,0.9,6.4,6.1,0,1.6,1.3,1.5,22.5
152,25332,Xavier Hutchinson,WR,HOU,15,1.9,0,-,0,0,1.5,BYE,0,1.2,1.7,0,4.4,-,3.5,0.5,2.8,2.8,1.6,1.5,21.9
153,00-0036326,Chase Claypool,WR,MIA,11,0,12.6,2.5,-,-,-,0,2.5,0,-,-,-,-,0,2.8,0,0,1.3,2,21.7
154,00-0036268,Laviska Shenault Jr.,WR,CAR,8,4.1,0.7,1.7,2.9,2.7,4.7,-,-,-,-,2.9,1.8,-,-,-,-,-,-,2.7,21.5
