#,PLAYER_ID,Player,Pos,Team,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
37,17272,Mike Gesicki,TE,NE,17,6.6,8.3,2.8,2.2,3.7,5.8,8.5,3.1,0,4.2,-,0,0,0,1.7,9.5,7.5,1.5,3.8,65.4
38,19372,Colby Parkinson,TE,SEA,17,1.8,6.1,6.8,0,-,4.9,4.6,0,1.6,1.3,0,1.9,0,10.8,1.6,10.7,5.8,3.8,3.6,61.7
39,22795,Tommy Tremble,TE,CAR,16,0,0,2.5,0,7.1,4.5,BYE,8.4,3.2,4.6,7.4,1.7,-,1.2,5.2,9.9,1.6,3.1,3.8,60.4
39,19423,Adam Trautman,TE,DEN,17,8.4,0,0,0,12.6,1.4,1.5,0,BYE,3.5,5.3,7.8,1.6,9.9,3.4,0,1.9,3.1,3.6,60.4
41,18631,Dawson Knox,TE,BUF,12,5.5,10,2.1,2.2,4.7,4.7,4,-,-,-,-,-,BYE,6.6,0,4.6,0,10.2,4.6,54.6
42,18487,Josh Oliver,TE,MIN,17,6.2,3.3,8.4,0,0.5,0,2.6,0,2.1,0,14.7,0,BYE,0,3.4,4.3,2.7,5.1,3.1,53.3
43,11689,Zach Ertz,TE,ARI,7,8.1,11.6,2.6,11.3,9,4.2,4.9,-,-,-,-,-,-,-,-,-,-,-,7.4,51.7
44,00-0036556,Brevin Jordan,TE,HOU,13,-,4.7,9.3,0,0,2.1,BYE,-,-,-,0,1.9,9.4,6.5,2.4,4.7,9.9,0,3.9,50.9
45,24238,Daniel Bellinger,TE,NYG,17,1.1,0,1.8,1.6,1.7,0,0,0,7.3,5.4,6.8,1.8,-,3.5,3.3,8.3,7.9,0,3,50.5
46,18561,Drew Sample,TE,CIN,17,0,0,1.7,0.9,0,1.4,BYE,0,12,3.2,3.9,8.1,2.1,2.4,0,6.8,5.1,2.7,3,50.3
47,16579,Mo Alie-Cox,TE,IND,17,0,2.5,0,10.5,2.7,0,0.4,2.1,0,0,BYE,4,0,7.2,10.1,0,3.8,5.8,2.9,49.1
48,15581,Austin Hooper,TE,LV,16,3,4,-,2.1,3.1,3.9,3.8,3.9,2,1.7,0,2.4,-,1.5,0,3.3,5.8,7.9,3,48.4
49,18397,Foster Moreau,TE,NO,15,0,4,-,-,7.6,7.3,6.3,0,3.3,0,-,0,4.8,2.8,4.3,2.3,2.3,1.3,3.1,46.3
50,00-0034830,Hayden Hurst,TE,CAR,10,15.1,5,2.1,1.7,5.1,2.6,-,0,7.4,3.4,-,-,-,-,-,0,-,-,4.2,42.4
51,18049,Will Dissly,TE,SEA,15,3.7,6.5,-,-,-,1.4,0,0,0,4.2,1.9,3.1,0,1.3,2.9,1.6,0,13.6,2.7,40.2
51,16743,Johnny Mundt,TE,MIN,16,0,-,0,0,2.1,0,0,1.8,2.8,2.8,0,0,-,1.4,1.3,3.3,13.9,10.8,2.5,40.2
53,24562,Connor Heyward,TE,PIT,17,3.9,0,0,0,5.3,-,4.3,7.4,3.6,6.2,0,3.1,0,3.5,0,0,0,2.4,2.3,39.7
54,18748,Andrew Beck,TE,HOU,15,0,0.2,6,0,0,0,BYE,5.9,2.5,-,0,1.1,1.5,3.6,0.5,8.6,-,8.9,2.6,38.8
55,23821,Will Mallory,TE,IND,12,-,6.9,-,-,-,0,0,1.6,-,1.7,BYE,4.9,2.4,9.6,0,8.7,2.9,0,3.2,38.7
56,19389,Harrison Bryant,TE,CLE,17,8.5,0,0.4,1.4,-,0,0,0,0,1.5,0,5.2,15.9,0,0,1.6,3.4,0,2.2,37.9
57,16937,Pharaoh Brown,TE,NE,16,0,-,15.1,0,0,2.5,7.1,5.3,0,0,-,0,0,1.4,1.4,4.5,-0.5,1,2.4,37.8
58,23119,Elijah Higgins,TE,ARI,11,-,-,-,-,-,-,1,0,0,0,1.2,3.6,3.1,BYE,14.4,3.7,4.1,5.2,3.3,36.3
59,24561,Drew Ogletree,TE,IND,12,3,-,2.1,13.8,3.6,0,0,10.3,2.9,-,BYE,-,0,0,0,0,-,-,3,35.7
60,22833,John Bates,TE,WAS,17,0,7.6,3.2,1.6,3.9,0,0,2.7,0.5,5.1,3.5,0,0,BYE,0,4.4,1.6,0,2,34.1
61,00-0027696,Jimmy Graham,TE,NO,11,-,0,7.8,-,0,0,0,-,-,-,-,-,7.6,9.6,8.9,0,0,0,3.1,33.9
62,00-0034970,Irv Smith Jr.,TE,CIN,12,4.7,3,-,-,0,1.5,-,4.5,11.6,1.6,0,2.8,0,0,3.8,-,-,-,2.8,33.5
63,24621,Stone Smartt,TE,LAC,14,-,3.4,-,0,-,0,1.5,0,0,0,12.1,0,0,-,4.5,3.3,4.3,3.4,2.3,32.5
64,23742,Jeremy Ruckert,TE,NYJ,15,0,0,0,4.6,1.2,1.8,BYE,0,1.7,0,5.5,3.8,2.2,6.7,3.6,0,-,-,2.1,31.1
65,19501,Luke Farrell,TE,JAX,15,-,-,1.4,3,2.6,0,0,1.5,BYE,0,4.1,8.5,1.9,0,3.8,0,1.7,0,1.9,28.5
66,00-0034364,Jordan Akins,TE,CLE,16,2.2,1.2,-,1.6,-,0,0,1.6,2.1,1.8,0,0,1.6,1.3,1.8,3.8,3.8,5.4,1.8,28.2
67,23341,Brock Wright,TE,DET,14,3.7,0,0,0,4.6,1.7,0,1.5,BYE,10.3,0,1.9,1.8,2.6,0,-,-,-,2,28.1
68,25267,Luke Schoonmaker,TE,DAL,17,0,7.1,0,0,0,0,BYE,2.3,1,0,10.3,2.2,2.2,0,0,1.4,0,0,1.6,26.5
69,00-0031585,MyCole Pruitt,TE,ATL,17,0,0,2,0,3.2,1.9,0,1.3,0,0,-,0,9,3.5,0,0,2.4,2.7,1.5,26
70,23761,Davis Allen,TE,LA,15,0,-,-,0,0,0,0,0,0,BYE,0,1.6,0,15,2.4,0,0,6.5,1.7,25.5
71,00-0036438,Stephen Sullivan,TE,CAR,11,-,-,-,-,-,0,-,2.3,6.8,-,3,2.3,2.6,0,2.4,5.1,0,0,2.2,24.5
72,22923,Josh Whyle,TE,TEN,11,0,0,0,10.6,1.7,2.1,-,-,0,3.6,1.7,2.1,2.6,-,-,-,-,-,2.2,24.4
73,24240,Lucas Krull,TE,DEN,7,-,-,-,-,-,-,-,-,BYE,0,-,-,0,4.5,2.8,12.8,3.4,0,3.4,23.5
74,00-0037078,Cole Turner,TE,WAS,12,2.7,4.1,7.5,0,1.9,0,0,-,0,BYE,1.7,3.9,1.2,-,-,0,-,-,1.9,23
