Player,PLAYER_ID,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Glenn Robinson,299,MIL,66,1366,406,168,97,41,58,174,0,0,13,0,1401.0,21.23
Stephon Marbury,950,PHX,82,1674,266,666,77,13,71,284,0,0,29,0,1729.5,21.09
Alonzo Mourning,297,MIA,75,1178,632,87,27,186,1,182,0,0,26,0,1578.5,21.05
Rashard Lewis,1740,SEA,71,1195,498,123,104,40,123,97,0,0,16,0,1487.0,20.94
Eddie Jones,224,MIA,81,1480,378,262,117,77,149,148,0,0,2,0,1696.5,20.94
Antonio Davis,213,TOR,77,1113,740,155,54,83,0,159,0,0,33,0,1599.5,20.77
Michael Finley,714,DAL,69,1424,360,230,65,25,76,117,0,0,5,0,1408.0,20.41
Vlade Divac,124,SAC,80,888,671,297,79,94,3,158,0,0,24,1,1627.5,20.34
Jerry Stackhouse,711,DET,76,1629,315,403,77,37,86,266,1,0,5,0,1543.5,20.31
John Stockton,304,UTA,82,1102,263,674,152,24,25,208,0,0,21,0,1665.5,20.31
David Robinson,764,SAS,78,951,647,94,86,140,0,104,0,0,20,0,1584.5,20.31
Jalen Rose,147,CHI,83,1696,373,355,78,45,89,201,2,0,5,0,1672.5,20.15
Antawn Jamison,1712,GSW,82,1619,556,161,70,45,68,161,0,0,16,0,1645.5,20.07
Cuttino Mobley,1749,HOU,74,1606,300,187,109,37,149,180,2,0,1,0,1479.5,19.99
Peja Stojakovic,978,SAC,71,1506,373,175,81,14,129,140,0,0,2,0,1417.5,19.96
Terrell Brandon,210,MIN,32,397,93,264,52,6,4,43,0,0,8,0,638.5,19.95
Jason Williams,1715,MEM,65,959,195,519,111,7,127,214,0,0,18,0,1297.0,19.95
Derrick Coleman,934,PHI,58,875,509,98,42,51,28,119,0,0,21,0,1146.5,19.77
Nick Van Exel,89,DAL,72,1322,254,478,44,11,119,156,1,0,11,0,1418.5,19.7
Lamar Odom,1885,LAC,29,379,176,171,23,36,16,97,0,0,4,0,569.5,19.64
Steve Nash,959,DAL,82,1466,254,634,53,4,156,229,0,0,20,0,1604.0,19.56
Kurt Thomas,703,NYK,82,1143,747,87,71,79,1,153,0,0,31,0,1584.0,19.32
Shane Battier,2203,MEM,78,1125,418,216,121,81,103,155,0,0,3,0,1500.0,19.23
Donyell Marshall,923,UTA,58,859,443,101,50,67,13,124,0,0,12,0,1102.0,19.0
Kenyon Martin,2030,NJN,73,1086,388,192,90,121,15,172,0,0,2,0,1382.5,18.94
Bonzi Wells,1719,POR,74,1255,444,204,113,25,66,191,0,0,7,0,1400.5,18.93
Danny Fortson,1504,GSW,77,864,899,127,44,17,1,160,0,0,29,0,1449.5,18.82
Brad Miller,1802,IND,76,1032,621,152,76,41,3,115,0,0,19,0,1428.5,18.8
Metta World Peace,1897,IND,55,727,271,127,141,39,53,118,0,0,2,0,1032.0,18.76
Elden Campbell,922,CHH,77,1074,530,102,60,137,0,138,0,0,15,0,1440.0,18.7
Michael Olowokandi,1709,LAC,80,885,711,90,55,145,0,175,0,0,24,0,1492.5,18.66
Scottie Pippen,937,POR,62,659,321,363,101,35,54,171,0,0,11,0,1152.5,18.59
Keith Van Horn,1496,NJN,81,1199,609,164,63,42,101,146,0,0,18,0,1505.0,18.58
Kenny Thomas,1903,HOU,72,1015,516,137,85,66,0,143,0,0,10,0,1329.5,18.47
Darrell Armstrong,353,ORL,82,1015,319,453,157,10,139,175,0,0,4,0,1512.0,18.44
Latrell Sprewell,84,NYK,81,1575,298,313,94,14,145,223,3,0,0,0,1467.0,18.11
Jamaal Tinsley,2224,IND,80,751,298,647,138,40,42,270,0,0,17,2,1448.5,18.11
Clifford Robinson,361,DET,80,1166,386,202,89,95,115,151,0,0,2,0,1447.5,18.09
Dale Davis,905,POR,78,742,688,96,62,83,0,62,0,0,23,0,1406.0,18.03
Damon Stoudamire,757,POR,75,1016,292,490,67,7,104,149,0,0,8,0,1349.0,17.99
Doug Christie,57,SAC,81,972,374,340,160,25,90,164,0,0,1,0,1452.0,17.93
P.J. Brown,136,CHH,80,669,786,107,59,78,0,85,0,0,17,0,1433.5,17.92
Lamond Murray,441,CLE,71,1176,372,157,70,43,101,141,1,0,7,0,1260.5,17.75
Wally Szczerbiak,1887,MIN,82,1531,391,257,66,21,87,181,0,0,5,0,1455.0,17.74
Juwan Howard,436,DEN,81,1185,612,169,46,47,0,152,0,0,17,0,1424.5,17.59
Lorenzen Wright,953,MEM,43,516,405,44,30,23,0,72,0,0,15,0,756.0,17.58
Alvin Williams,1541,TOR,82,971,281,468,135,26,62,150,0,0,2,0,1439.5,17.55
Eric Snow,727,PHI,61,738,215,400,95,9,3,138,0,0,6,0,1061.5,17.4
Anthony Mason,193,MIL,82,787,646,346,57,22,1,130,0,0,10,0,1424.0,17.37
Keon Clark,1721,TOR,81,915,603,88,58,122,0,140,0,0,18,0,1386.5,17.12
Andrei Kirilenko,1905,UTA,82,880,402,94,116,159,25,108,0,0,3,0,1393.5,16.99
James Posey,1899,DEN,73,782,429,180,114,39,67,127,0,0,7,0,1219.5,16.71
Jeff McInnis,976,LAC,81,1184,213,500,63,6,75,147,0,0,8,0,1341.5,16.56
Mike Miller,2034,ORL,63,956,273,198,47,23,116,108,0,0,3,0,1042.0,16.54
Wesley Person,445,CLE,78,1176,294,173,77,37,143,74,0,0,2,0,1282.5,16.44
Jason Richardson,2202,GSW,80,1151,340,236,106,31,82,160,1,0,1,0,1308.5,16.36
Reggie Miller,397,IND,79,1304,219,253,88,10,180,120,0,0,0,0,1290.0,16.33
Allan Houston,275,NYK,77,1567,252,190,54,10,136,170,2,0,1,0,1254.5,16.29
Tyrone Hill,238,CLE,26,209,274,23,17,13,0,48,0,0,9,0,422.5,16.25
Kenny Anderson,72,BOS,76,731,275,403,141,10,9,119,0,0,2,0,1233.0,16.22
Stromile Swift,2031,MEM,68,803,430,50,53,113,0,122,0,0,10,0,1101.5,16.2
Anfernee Hardaway,358,PHX,80,959,350,324,122,32,23,189,0,0,5,1,1291.0,16.14
Clar. Weatherspoon,221,NYK,56,494,460,60,37,48,0,47,0,0,12,0,902.0,16.11
Mark Jackson,349,NYK,82,686,309,605,74,1,79,150,0,0,11,1,1309.5,15.97
Mike Bibby,1710,SAC,80,1098,222,403,87,15,51,134,0,0,3,0,1272.5,15.91
Kerry Kittles,954,NJN,82,1102,275,216,130,31,98,109,0,0,0,0,1304.0,15.9
Richard Hamilton,1888,WAS,63,1260,216,171,38,14,16,132,0,0,0,0,997.0,15.83
Chauncey Billups,1497,MIN,82,1027,226,450,66,17,124,138,0,0,8,1,1289.5,15.73
Robert Horry,109,LAL,81,550,479,232,77,89,76,88,0,0,5,0,1273.0,15.72
Larry Hughes,1716,GSW,73,895,245,316,113,23,18,171,0,0,5,0,1123.5,15.39
Aaron McKie,243,PHI,48,587,192,179,56,14,51,93,0,0,1,0,738.0,15.38
Brian Grant,258,MIA,72,673,575,137,48,31,0,122,0,0,17,0,1101.5,15.3
Al Harrington,1733,IND,44,576,276,54,41,21,1,78,0,0,5,0,669.5,15.22
Eddie Griffin,2204,HOU,73,642,416,53,17,134,90,47,0,0,7,0,1097.0,15.03
Nazr Mohammed,1737,ATL,82,795,651,33,63,61,0,118,0,0,21,0,1232.5,15.03
Todd MacCulloch,1928,NJN,62,604,378,78,24,89,0,66,0,0,8,0,926.0,14.94
Morris Peterson,2050,TOR,63,883,223,153,73,11,84,86,0,0,0,0,941.5,14.94
Matt Harpring,1723,PHI,81,958,573,107,70,5,21,127,0,0,15,0,1207.5,14.91
Darius Miles,2032,LAC,82,779,453,184,71,103,3,160,0,0,4,0,1220.0,14.88
Rod Strickland,393,MIA,76,794,232,463,82,11,8,159,0,0,4,0,1127.0,14.83
Antonio McDyess,686,DEN,10,113,55,18,10,8,0,20,0,0,1,0,146.5,14.65
Vin Baker,452,SEA,55,774,350,72,22,36,1,127,0,0,2,0,800.5,14.55
Hakeem Olajuwon,165,TOR,61,435,366,66,74,90,0,98,0,0,4,0,883.5,14.48
Quentin Richardson,2047,LAC,81,1076,334,128,78,21,133,102,0,0,5,0,1167.5,14.41
Joe Smith,693,MIN,72,767,453,82,39,59,2,86,0,0,7,0,1036.5,14.4
Rasho Nesterovic,1725,MIN,82,687,534,75,45,109,0,94,0,0,12,0,1178.5,14.37
David Wesley,133,CHH,67,951,143,236,74,15,85,119,0,0,1,0,957.0,14.28
Jumaine Jones,1908,CLE,81,671,490,116,75,46,52,79,0,0,10,0,1140.5,14.08
Samaki Walker,955,LAL,69,460,481,64,28,88,0,53,0,0,8,0,962.0,13.94
Zydrunas Ilgauskas,980,CLE,62,690,334,70,17,84,0,94,0,0,6,0,863.0,13.92
Horace Grant,270,ORL,76,608,481,104,57,49,0,51,0,0,5,0,1055.0,13.88
Scot Pollard,1513,SAC,80,509,565,53,70,76,0,68,0,0,7,0,1103.5,13.79
Gilbert Arenas,2240,GSW,47,511,132,174,69,11,39,97,0,0,1,0,645.0,13.72
Marcus Fizer,2033,CHI,76,938,427,120,49,24,7,131,0,0,8,0,1042.5,13.72
Kelvin Cato,1509,HOU,75,493,525,29,40,95,0,53,0,0,11,0,1028.5,13.71
Jim Jackson,754,MIA,55,589,290,140,42,14,38,106,0,0,4,0,753.5,13.7
Theo Ratliff,689,ATL,3,26,16,1,1,8,0,7,0,0,0,0,41.0,13.67
Rodney Rogers,915,BOS,77,917,348,112,66,29,88,108,0,0,3,0,1047.5,13.6
Desmond Mason,2046,SEA,75,931,351,104,67,27,16,104,0,0,0,0,1012.5,13.5
Pat Garrity,1727,ORL,80,884,338,99,61,28,169,68,0,0,1,0,1074.5,13.43
Erick Dampier,956,GSW,73,554,387,87,17,167,0,156,0,0,5,0,968.0,13.26
Hedo Turkoglu,2045,SAC,80,810,363,163,57,31,63,81,0,0,2,0,1059.5,13.24
Popeye Jones,461,WAS,79,554,578,127,50,19,4,88,0,0,11,0,1045.0,13.23
Tony Battie,1499,BOS,74,510,481,35,60,67,0,51,0,0,3,0,977.0,13.2
Rick Fox,296,LAL,82,645,389,283,67,21,65,132,0,0,1,0,1072.0,13.07
Bob Sura,682,GSW,78,778,256,275,88,17,42,133,0,0,1,0,1019.0,13.06
Christian Laettner,363,WAS,57,404,301,151,60,25,2,85,0,0,4,0,744.0,13.05
Toni Kukoc,389,ATL,59,584,218,210,48,17,53,113,0,0,2,0,765.5,12.97
Ron Mercer,1500,IND,53,735,178,128,32,13,18,88,0,0,0,0,684.5,12.92
Tim Thomas,1501,MIL,74,869,300,105,65,32,95,127,0,0,0,0,954.0,12.89
Jon Barry,468,DET,82,739,234,274,94,20,121,111,0,0,1,0,1056.0,12.88
Bryon Russell,935,UTA,66,636,295,136,64,19,77,110,0,0,0,0,843.5,12.78
Chucky Atkins,1088,DET,79,957,158,263,72,11,138,128,0,0,1,0,1007.5,12.75
Derek Anderson,1507,POR,70,757,189,216,68,8,85,87,0,0,1,0,892.0,12.74
Jerome Williams,966,TOR,68,518,386,75,78,25,0,68,0,0,6,0,864.0,12.71
Ruben Patterson,1739,POR,75,839,298,107,79,37,9,114,0,0,2,0,949.0,12.65
Derek Fisher,965,LAL,70,786,146,181,66,9,144,62,0,0,0,0,880.0,12.57
Brevin Knight,1510,MEM,53,371,109,302,79,7,2,111,0,0,7,0,665.5,12.56
Malik Rose,990,SAS,82,772,492,61,70,42,1,140,0,0,5,0,1028.5,12.54
Chris Whitney,43,WAS,82,833,152,314,72,6,131,85,0,0,1,0,1020.0,12.44
Tony Parker,2225,SAS,77,705,197,334,89,7,61,151,0,0,2,0,957.0,12.43
Greg Anthony,21,MIL,60,474,132,282,77,5,48,94,0,0,1,0,746.0,12.43
Moochie Norris,983,HOU,82,665,246,403,81,4,36,156,0,0,5,0,1018.5,12.42
Corliss Williamson,722,DET,78,1063,319,94,49,26,1,137,0,0,4,0,962.0,12.33
Jeff Foster,1902,IND,82,467,556,70,71,38,2,79,0,0,8,0,1007.5,12.29
Bobby Jackson,1517,SAC,81,896,251,164,73,11,79,93,0,0,0,0,977.5,12.07
Ira Newble,1956,ATL,42,338,222,45,38,20,1,49,0,0,2,0,505.5,12.04
Adonal Foyle,1502,GSW,79,379,384,41,36,168,0,76,0,0,3,0,949.5,12.02
Tim Hardaway,896,DEN,68,652,124,278,57,10,123,111,0,0,0,0,812.5,11.95
Tom Gugliotta,339,PHX,44,285,221,77,39,30,3,61,0,0,3,0,522.0,11.86
Voshon Lenard,702,DEN,71,813,183,130,59,25,89,91,0,0,0,0,841.0,11.85
Adrian Griffin,1559,DAL,58,415,229,106,75,12,16,42,0,0,0,0,682.5,11.77
Richard Jefferson,2210,NJN,79,742,293,140,64,48,13,107,0,0,0,0,927.5,11.74
Travis Best,696,CHI,74,581,151,324,89,7,21,99,0,0,0,0,869.0,11.74
Michael Redd,2072,MIL,67,767,224,91,42,7,88,57,0,0,2,0,785.5,11.72
Jamaal Magloire,2048,CHH,82,699,461,31,27,86,0,118,0,0,8,0,957.5,11.68
Tony Delk,960,BOS,63,597,203,132,53,10,67,59,0,0,1,0,735.0,11.67
Michael Dickerson,1722,MEM,4,43,12,9,3,1,8,8,0,0,0,0,46.5,11.62
Corey Maggette,1894,LAC,63,717,231,112,41,19,46,116,0,0,1,0,729.5,11.58
Eduardo Najera,2059,DAL,62,400,342,38,56,30,0,40,0,0,6,0,718.0,11.58
George McCloud,45,DEN,69,604,251,204,58,19,60,144,0,0,2,0,799.0,11.58
Ricky Davis,1729,CLE,82,959,243,178,69,23,11,148,0,0,0,0,942.0,11.49
Trenton Hassell,2239,CHI,78,681,255,172,55,44,60,101,0,0,0,0,894.5,11.47
Steven Smith,200848,SAS,77,895,193,151,54,15,116,108,0,0,0,0,879.5,11.42
Jake Tsakalidis,2054,PHX,67,491,374,23,23,69,0,78,0,0,6,0,754.5,11.26
DerMarr Johnson,2035,ATL,72,602,247,81,62,56,89,102,0,0,2,0,809.5,11.24
Jahidi White,1751,WAS,71,383,444,17,25,75,0,65,0,0,6,0,793.5,11.18
Chris Mihm,2036,CLE,74,569,392,24,18,89,3,97,0,0,5,0,824.0,11.14
Brendan Haywood,2217,WAS,62,315,322,29,21,91,0,50,0,0,2,0,684.5,11.04
Lee Nailon,1924,CHH,79,851,291,94,59,17,1,96,0,0,1,0,868.0,10.99
Rodney Buford,1934,MEM,63,591,272,71,42,12,17,63,0,0,0,0,692.0,10.98
Devean George,1904,LAL,82,581,303,111,71,42,66,66,0,0,0,0,897.5,10.95
Bo Outlaw,448,PHX,83,376,364,127,70,92,1,96,0,0,0,0,907.5,10.93
Joe Johnson,2207,PHX,77,581,257,179,59,20,38,71,0,0,2,0,834.5,10.84
Tyrone Nesby,1838,WAS,70,443,318,91,61,22,13,49,0,0,4,0,758.0,10.83
Tyson Chandler,2199,CHI,71,436,343,54,28,93,0,99,0,0,7,0,765.0,10.77
Troy Hudson,1607,ORL,81,950,145,255,57,6,66,163,0,0,0,0,871.0,10.75
Anthony Peeler,324,MIN,82,737,206,177,61,11,111,76,0,0,0,0,875.0,10.67
Speedy Claxton,2049,PHI,67,480,160,198,95,6,4,95,0,0,0,0,707.0,10.55
Charles Oakley,891,CHI,57,216,343,114,49,11,1,87,0,0,1,0,599.5,10.52
Antonio Daniels,1498,SAS,82,753,176,228,48,12,57,70,0,0,0,0,859.0,10.48
Vladimir Radmanovic,2209,SEA,61,407,230,81,56,24,66,72,0,0,0,0,635.5,10.42
Walt Williams,1005,HOU,48,450,162,69,18,10,78,53,0,0,0,0,498.0,10.38
Aaron Williams,1425,NJN,82,592,339,77,29,76,0,79,0,0,0,0,843.0,10.28
Kevin Willis,788,HOU,52,315,299,14,25,23,0,41,0,0,6,0,531.5,10.22
Anthony Carter,1853,MIA,46,198,117,214,50,3,1,72,0,0,2,0,466.5,10.14
Dion Glover,1901,ATL,55,492,169,84,45,14,30,76,0,0,1,0,557.0,10.13
Bruce Bowen,1477,SAS,59,412,162,88,62,25,56,66,0,0,0,0,592.0,10.03
Jacque Vaughn,1521,ATL,82,540,168,349,65,2,24,112,0,0,1,0,822.0,10.02
Lucious Harris,446,NJN,74,675,207,116,53,6,44,61,0,0,0,0,739.5,9.99
Eric Piatkowski,15,LAC,71,626,184,112,41,12,111,64,0,0,1,0,707.5,9.96
LaPhonso Ellis,111,MIA,66,469,287,56,30,37,38,73,0,0,0,0,657.5,9.96
Jerome James,1744,SEA,56,298,232,24,25,86,0,74,0,0,1,0,554.0,9.89
Charles Smith,1520,SAS,60,441,133,80,52,44,35,59,0,0,0,0,584.0,9.73
Donnell Harvey,2051,DEN,47,270,227,37,21,24,0,33,0,0,1,0,457.0,9.72
Erick Strickland,1065,BOS,79,606,213,184,56,1,95,94,0,0,0,0,767.5,9.72
Jamal Crawford,2037,CHI,23,214,34,55,18,5,26,32,0,0,0,0,223.0,9.7
Ryan Bowen,1763,DEN,75,364,299,52,75,41,1,41,0,0,2,0,726.5,9.69
Ervin Johnson,911,MIL,81,208,466,27,37,82,0,52,0,0,0,0,783.0,9.67
Charlie Ward,369,NYK,63,326,127,203,68,14,53,75,0,0,1,0,609.5,9.67
Greg Buckner,1761,DAL,44,253,173,48,31,19,5,27,0,0,1,0,424.0,9.64
Eddie Robinson,1944,CHI,29,262,78,37,23,11,2,36,0,0,0,0,279.0,9.62
Chris Childs,164,TOR,69,285,154,351,56,5,33,123,0,0,0,0,663.0,9.61
Avery Johnson,422,DAL,68,535,69,286,40,9,0,76,0,0,6,0,650.5,9.57
Tyronn Lue,1731,WAS,71,555,122,246,49,0,63,96,0,0,0,0,679.0,9.56
Courtney Alexander,2042,WAS,56,549,148,86,35,7,5,60,0,0,0,0,535.0,9.55
Gary Trent,718,MIN,64,478,270,60,21,27,0,58,0,0,3,0,610.0,9.53
Scott Williams,281,DEN,41,202,209,13,17,33,0,35,0,0,2,0,390.0,9.51
Zeljko Rebraca,1442,DET,74,513,290,38,28,73,0,84,0,0,1,0,703.5,9.51
Grant Long,3,MEM,66,417,231,136,63,12,3,103,0,0,0,0,624.0,9.45
Othella Harrington,970,NYK,77,596,349,37,30,36,0,95,0,0,2,0,723.0,9.39
Calbert Cheaney,384,DEN,68,494,240,110,34,21,0,70,0,0,1,0,638.0,9.38
Emanual Davis,1023,ATL,28,185,74,68,27,5,29,52,0,0,0,0,261.0,9.32
Greg Ostertag,731,UTA,74,245,313,50,15,109,0,51,0,0,2,0,684.5,9.25
Calvin Booth,1916,SEA,15,93,54,16,6,13,0,16,0,0,0,0,138.5,9.23
Austin Croshere,1506,IND,76,516,294,77,26,29,49,67,0,0,4,0,700.5,9.22
Monty Williams,42,ORL,68,484,235,96,49,17,0,86,0,0,3,0,622.0,9.15
Isaiah Rider,375,DEN,10,93,33,12,3,2,6,14,0,0,1,0,91.5,9.15
Scott Padgett,1909,UTA,75,500,285,82,43,13,49,69,0,0,2,0,686.5,9.15
Kevin Ollie,1563,IND,81,462,184,291,62,2,1,106,0,0,1,0,729.5,9.01
Glen Rice,203318,HOU,20,172,47,31,12,3,18,24,0,0,0,0,179.0,8.95
Jarron Collins,2260,UTA,70,450,296,58,29,22,0,56,0,0,1,0,626.0,8.94
Joel Przybilla,2038,MIL,71,190,283,21,20,118,0,43,0,0,1,0,633.0,8.92
Corie Blount,916,PHI,72,259,368,44,49,26,0,52,0,0,2,0,641.5,8.91
John Crotty,180,UTA,41,284,75,141,19,1,31,51,0,0,0,0,362.5,8.84
Eric Williams,677,BOS,74,472,221,109,77,8,24,95,0,0,0,0,653.0,8.82
Terry Porter,345,SAS,72,399,164,205,45,16,59,85,0,0,0,0,635.0,8.82
George Lynch,248,CHH,45,172,186,54,40,14,1,41,0,0,0,0,393.5,8.74
Shawn Bradley,762,DAL,53,215,176,20,28,64,0,25,0,0,0,0,462.5,8.73
Tariq Abdul-Wahad,1505,DAL,24,135,84,24,20,10,1,27,0,0,0,0,209.0,8.71
Patrick Ewing,201607,ORL,65,390,263,35,22,45,0,65,0,0,2,0,564.0,8.68
Chris Crawford,1544,ATL,7,53,25,5,2,5,0,10,0,0,0,0,60.5,8.64
Shawn Kemp,431,POR,75,454,288,52,43,33,0,81,0,0,6,0,644.0,8.59
Chris Mills,168,GSW,66,489,190,72,31,13,48,56,0,0,0,0,562.5,8.52
Eddy Curry,2201,CHI,72,483,272,25,16,53,0,69,0,0,4,0,611.5,8.49
Jonathan Bender,1886,IND,78,581,244,62,19,49,45,96,0,0,1,0,660.0,8.46
Predrag Drobnjak,1542,SEA,64,437,219,51,20,31,0,51,0,0,1,0,540.5,8.45
Dan Majerle,105,PHX,65,300,176,90,48,15,79,35,0,0,0,0,546.5,8.41
Tony Massenburg,763,MEM,73,403,324,26,30,31,1,65,0,0,3,0,612.0,8.38
Zendon Hamilton,1985,DEN,54,324,253,14,21,18,0,60,0,0,5,0,452.0,8.37
Dana Barros,344,DET,29,193,57,78,14,2,24,33,0,0,0,0,242.5,8.36
Eddie House,2067,MIA,64,514,110,123,43,5,54,80,0,0,0,0,533.0,8.33
Jason Collins,2215,NJN,77,350,301,81,29,47,1,72,0,0,3,0,640.5,8.32
Brian Skinner,1730,CLE,65,224,281,17,24,61,0,42,0,0,2,0,540.0,8.31
Alan Henderson,673,ATL,26,143,97,11,11,15,1,21,0,0,1,0,212.0,8.15
Troy Murphy,2211,GSW,82,480,322,70,36,21,3,84,0,0,3,0,666.5,8.13
Hubert Davis,93,WAS,51,365,77,107,28,3,57,44,0,0,0,0,413.0,8.1
Kendall Gill,383,MIA,65,372,184,100,44,8,6,55,0,0,0,0,522.0,8.03
Fred Hoiberg,697,CHI,79,345,210,136,61,5,24,32,0,0,0,0,630.5,7.98
Etan Thomas,2041,WAS,47,203,181,6,17,35,0,26,0,0,2,0,368.5,7.84
Lindsey Hunter,283,LAL,82,473,121,129,66,19,79,55,0,0,0,0,641.0,7.82
Elliot Perry,386,MEM,2,11,4,7,3,0,0,7,0,0,0,0,15.5,7.75
Vitaly Potapenko,958,BOS,79,363,347,30,37,18,0,63,0,0,5,0,610.5,7.73
Vladimir Stepania,1735,MIA,67,285,270,16,24,44,1,52,0,0,2,0,515.0,7.69
Stacey Augmon,278,CHH,77,357,225,103,56,12,0,54,0,0,0,0,588.5,7.64
Art Long,1609,SEA,63,285,251,41,22,28,0,63,0,0,3,0,474.5,7.53
Kenny Satterfield,2261,DEN,36,189,52,108,31,1,7,53,0,0,1,0,270.0,7.5
Malik Allen,2124,MIA,12,52,38,5,3,8,0,2,0,0,1,0,90.0,7.5
Chris Gatling,423,MIA,54,345,206,25,17,11,1,58,0,0,0,0,402.0,7.44
Jake Voskuhl,2063,PHX,59,296,250,18,11,23,0,48,0,0,0,0,436.0,7.39
Shawnelle Scott,1035,DEN,21,82,103,8,3,6,0,15,0,0,0,0,155.0,7.38
Derrick McKey,365,PHI,41,119,127,45,41,4,5,22,0,0,0,0,302.0,7.37
Michael Doleac,1720,CLE,42,194,168,25,15,11,0,37,0,0,3,0,308.0,7.33
Chris Andersen,2365,DEN,24,72,76,7,7,28,0,13,0,0,0,0,176.0,7.33
Kwame Brown,2198,WAS,57,258,198,43,16,26,0,43,0,0,2,0,413.0,7.25
Ansu Sesay,1738,SEA,9,58,20,8,3,2,0,2,0,0,0,0,65.0,7.22
Mookie Blaylock,302,GSW,35,119,52,114,24,4,15,37,0,0,0,0,252.0,7.2
Randy Livingston,988,SEA,13,41,25,26,9,2,1,2,0,0,0,0,92.0,7.08
Shandon Anderson,1000,NYK,82,411,249,76,48,15,39,97,0,0,0,0,579.0,7.06
Rusty LaRue,1601,UTA,33,193,49,71,17,7,17,43,0,0,1,0,231.0,7.0
Mengke Bateer,2370,DEN,27,139,96,22,10,5,4,32,0,0,0,0,187.5,6.94
Lawrence Funderburke,1444,SAC,56,264,198,32,11,18,0,33,0,0,1,0,388.0,6.93
Rafer Alston,1747,MIL,50,177,72,143,32,2,27,40,0,0,1,0,346.0,6.92
Robert Pack,123,MIN,16,62,23,49,13,0,1,20,0,0,0,0,109.5,6.84
Robert Traylor,1714,CHH,61,228,187,37,24,37,1,45,0,0,1,0,416.5,6.83
Danny Manning,330,DAL,41,165,108,30,21,21,1,25,0,0,0,0,280.0,6.83
