Player,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Steve Nash,DAL,78,1128,232,687,67,8,104,209,0,0,28,1,1506.0,19.31
Corey Maggette,LAC,73,1508,430,224,65,16,76,207,0,0,5,0,1406.0,19.26
Theo Ratliff,POR,85,672,614,71,54,307,0,120,0,0,8,0,1631.0,19.19
Stephen Jackson,ATL,80,1450,370,244,142,20,145,223,1,0,4,0,1517.5,18.97
Quentin Richardson,LAC,65,1121,414,139,67,19,120,141,1,0,11,0,1216.5,18.72
P.J. Brown,NOH,80,836,690,155,78,73,0,101,0,0,24,0,1488.0,18.6
Chauncey Billups,DET,78,1318,276,446,84,8,130,189,0,0,5,1,1448.0,18.56
Joe Johnson,PHX,82,1367,385,362,93,26,83,199,0,0,4,0,1515.0,18.48
Shareef Abdur-Rahim,POR,85,1384,639,174,68,37,9,184,1,0,28,0,1564.5,18.41
Gary Payton,LAL,82,1199,342,449,96,19,55,151,0,0,6,1,1505.0,18.35
Eddie Jones,MIA,81,1401,308,258,92,34,177,129,0,0,1,0,1479.0,18.26
Damon Stoudamire,POR,82,1099,308,500,99,9,156,180,0,0,7,0,1478.5,18.03
Keith Van Horn,MIL,72,1162,501,120,68,33,93,169,0,0,15,0,1296.5,18.01
Cuttino Mobley,HOU,80,1260,362,258,107,33,164,180,0,0,1,0,1433.0,17.91
Kirk Hinrich,CHI,76,915,259,517,101,21,144,204,0,0,14,1,1361.5,17.91
Matt Harpring,UTA,31,502,247,63,22,2,8,65,0,0,6,0,554.0,17.87
Joe Smith,MIL,76,830,643,78,47,94,1,82,0,0,20,0,1356.5,17.85
Kurt Thomas,NYK,80,890,662,149,56,80,0,132,0,0,23,0,1419.0,17.74
Rasho Nesterovic,SAS,82,710,633,114,51,165,0,107,0,0,15,0,1442.0,17.59
Dwyane Wade,MIA,61,991,247,275,86,34,16,196,0,0,1,0,1070.5,17.55
Chris Bosh,TOR,75,861,557,78,59,106,5,107,0,0,13,0,1304.0,17.39
Juwan Howard,ORL,81,1376,570,158,54,22,0,178,0,0,16,0,1406.0,17.36
Vlade Divac,SAC,81,800,463,432,57,77,2,173,0,0,8,1,1401.0,17.3
Manu Ginobili,SAS,77,987,344,291,136,16,88,161,0,0,3,0,1318.5,17.12
Latrell Sprewell,MIN,82,1375,310,286,88,21,99,158,0,0,0,0,1393.0,16.99
Jim Jackson,HOU,80,1033,487,226,86,23,162,175,0,0,5,0,1358.5,16.98
James Posey,MEM,82,1126,403,122,137,40,112,112,0,0,5,0,1391.0,16.96
Richard Hamilton,DET,78,1375,279,310,103,17,18,210,1,0,2,0,1318.5,16.9
Brent Barry,SEA,59,635,204,342,85,16,114,139,0,0,6,0,989.5,16.77
Samuel Dalembert,PHI,82,652,626,21,44,189,0,86,0,0,15,0,1368.0,16.68
Derek Anderson,POR,51,694,182,228,66,3,79,90,0,0,0,0,844.5,16.56
Antawn Jamison,DAL,82,1212,520,70,83,30,16,81,0,0,9,0,1358.0,16.56
Kerry Kittles,NJN,82,1072,327,206,125,40,97,95,0,0,0,0,1352.5,16.49
Nene,DEN,77,908,503,168,116,41,0,183,0,0,12,0,1268.0,16.47
Doug Christie,SAC,82,831,329,347,151,41,49,155,0,0,3,0,1348.0,16.44
Jalen Rose,TOR,66,1022,266,329,51,22,69,208,0,0,2,0,1080.5,16.37
Mark Blount,BOS,82,843,589,75,80,106,0,150,0,0,19,0,1326.5,16.18
Jason Williams,MEM,72,782,147,492,92,5,120,136,0,0,14,0,1162.0,16.14
Ricky Davis,BOS,79,1140,358,259,96,22,52,189,0,0,1,0,1261.0,15.96
Kwame Brown,WAS,74,805,550,112,66,52,1,140,0,0,18,0,1179.0,15.93
Tony Parker,SAS,75,1099,237,411,61,7,62,179,0,0,7,0,1192.5,15.9
Vladimir Radmanovic,SEA,77,925,406,142,80,42,140,109,0,0,6,0,1221.5,15.86
Antonio Davis,CHI,80,708,671,137,37,65,0,114,0,0,17,0,1269.0,15.86
Eric Snow,PHI,82,844,281,563,97,6,2,187,0,0,10,0,1296.0,15.8
Mike Dunleavy,GSW,75,877,442,220,68,13,94,143,0,0,10,0,1176.5,15.69
Greg Ostertag,UTA,78,529,578,123,30,139,0,99,0,0,11,0,1215.5,15.58
Brian Skinner,MIL,56,589,411,49,30,61,0,78,0,0,11,0,869.5,15.53
Al Harrington,IND,79,1048,508,131,80,22,21,163,0,0,12,0,1226.5,15.53
Drew Gooden,ORL,79,914,516,89,62,72,9,126,0,0,18,0,1226.5,15.53
Jeff McInnis,CLE,70,828,176,430,72,6,46,120,0,0,7,0,1086.0,15.51
Tim Thomas,NYK,66,970,320,124,64,20,73,116,0,0,3,0,1020.5,15.46
Jamaal Tinsley,IND,52,432,136,303,84,17,77,110,0,0,4,0,789.5,15.18
Clifford Robinson,GSW,82,967,322,271,68,73,112,173,0,0,3,0,1244.5,15.18
Eddy Curry,CHI,73,1070,451,68,24,83,1,177,0,0,10,0,1101.5,15.09
Rafer Alston,MIA,82,838,226,372,114,18,161,128,0,0,1,0,1234.5,15.05
Darrell Armstrong,NOH,79,840,226,311,133,16,135,155,0,0,2,0,1169.5,14.8
Lorenzen Wright,MEM,65,610,445,71,45,58,0,77,0,0,10,0,960.0,14.77
Etan Thomas,WAS,79,705,528,68,36,123,0,113,0,0,12,0,1165.5,14.75
Glenn Robinson,PHI,42,698,189,57,42,9,34,106,0,0,2,0,610.0,14.52
Marko Jaric,LAC,58,495,175,281,93,20,51,115,0,0,1,0,841.0,14.5
Tayshaun Prince,DET,82,841,390,191,63,69,57,119,0,0,2,0,1177.0,14.35
Bobby Jackson,SAC,50,689,174,105,49,8,81,63,0,0,1,0,716.0,14.32
Speedy Claxton,GSW,60,634,156,267,97,9,4,102,0,0,2,0,854.0,14.23
Josh Howard,DAL,67,575,368,97,69,54,20,67,0,0,4,0,945.5,14.11
Kelvin Cato,HOU,69,418,472,72,52,96,0,84,0,0,7,0,972.0,14.09
Allan Houston,NYK,50,924,121,99,38,2,87,102,0,0,0,0,703.5,14.07
Nick Van Exel,GSW,39,490,104,206,20,2,46,78,0,0,3,0,547.0,14.03
Carlos Arroyo,UTA,71,897,185,355,63,5,38,156,0,0,4,0,991.5,13.96
David Wesley,NOH,61,851,134,175,71,14,92,100,0,0,0,0,850.5,13.94
Tyson Chandler,CHI,35,213,270,23,17,43,0,38,0,0,6,0,487.5,13.93
Desmond Mason,MIL,82,1183,359,152,60,24,9,148,0,0,5,0,1132.0,13.8
Darius Miles,POR,79,861,359,162,67,61,7,130,0,0,3,0,1084.0,13.72
Mike Miller,MEM,65,722,216,232,59,14,80,107,0,0,3,0,891.0,13.71
Jerry Stackhouse,WAS,26,362,94,103,24,3,23,88,0,0,1,0,356.5,13.71
Stromile Swift,MEM,77,727,378,38,56,118,1,88,0,0,6,0,1046.0,13.58
Brian Grant,MIA,76,664,524,69,51,35,0,82,0,0,10,0,1025.0,13.49
Dikembe Mutombo,NYK,65,363,437,25,17,123,0,54,0,0,7,0,876.5,13.48
Hedo Turkoglu,SAS,80,739,358,154,80,32,101,94,0,0,2,0,1064.0,13.3
Mike James,DET,81,753,234,339,96,3,106,124,0,0,0,0,1076.5,13.29
Mehmet Okur,DET,71,682,421,69,36,63,18,101,0,0,6,0,943.0,13.28
Voshon Lenard,DEN,73,1038,200,151,61,12,106,101,0,0,0,0,968.0,13.26
Shane Battier,MEM,79,669,303,101,101,58,65,56,0,0,4,0,1037.0,13.13
T.J. Ford,MIL,55,391,177,356,60,3,5,139,0,0,3,0,721.0,13.11
Jerome Williams,CHI,68,422,475,72,90,8,0,74,0,0,8,0,888.0,13.06
Jeff Foster,IND,82,497,610,64,71,27,0,60,0,0,8,0,1066.5,13.01
Troy Murphy,GSW,28,279,173,20,12,17,5,34,0,0,4,0,363.0,12.96
Jason Collier,ATL,20,226,111,17,11,11,1,31,0,0,1,0,255.5,12.78
Maurice Taylor,HOU,75,862,384,107,43,47,0,149,0,0,3,0,956.0,12.75
Bonzi Wells,MEM,72,886,260,139,91,19,22,161,0,0,0,0,912.0,12.67
Caron Butler,MIA,68,623,326,126,75,13,10,91,0,0,5,0,858.5,12.62
Aaron McKie,PHI,75,689,253,195,85,23,75,103,0,0,0,0,943.0,12.57
Tyronn Lue,ORL,76,799,187,317,61,5,80,124,0,0,2,0,953.5,12.55
Flip Murray,SEA,82,1013,204,205,81,28,67,149,0,0,2,0,1020.0,12.44
Derrick Coleman,PHI,34,271,192,46,23,26,8,57,0,0,2,0,420.5,12.37
Reggie Miller,IND,80,800,188,249,65,11,134,68,0,0,0,0,988.0,12.35
Vin Baker,NYK,54,531,280,66,29,32,1,77,0,0,5,0,662.0,12.26
Alvin Williams,TOR,56,494,150,224,55,10,26,78,0,0,0,0,686.0,12.25
Michael Olowokandi,MIN,43,278,245,24,16,68,0,54,0,0,3,0,525.0,12.21
Antonio McDyess,PHX,42,290,257,36,37,24,0,57,0,0,7,0,510.0,12.14
Jiri Welsch,BOS,81,746,296,183,101,7,69,129,0,0,1,0,974.5,12.03
Raef LaFrentz,BOS,17,132,79,24,8,13,8,11,0,0,0,0,204.0,12.0
Jason Collins,NJN,78,462,400,153,67,56,0,97,0,0,3,0,936.0,12.0
Eric Williams,CLE,71,712,286,120,70,9,35,88,0,0,2,0,851.5,11.99
Brian Cardinal,GSW,76,733,317,103,66,20,55,84,0,0,4,0,906.0,11.92
Anfernee Hardaway,NYK,76,699,287,176,70,20,30,107,0,0,1,0,901.5,11.86
Rodney Rogers,NJN,69,539,307,137,59,27,50,98,0,0,5,0,817.5,11.85
Marc Jackson,PHI,22,206,126,18,12,6,0,24,0,0,1,0,260.0,11.82
DeShawn Stevenson,ORL,80,909,298,158,52,17,19,120,0,0,1,0,939.0,11.74
Toni Kukoc,MIL,73,616,271,200,59,21,49,110,0,0,2,0,855.5,11.72
Damon Jones,MIL,82,573,170,478,30,4,98,103,0,0,8,0,956.5,11.66
Bob Sura,ATL,80,596,326,233,62,14,21,105,0,0,12,2,930.5,11.63
Nazr Mohammed,NYK,80,592,474,36,55,52,0,96,0,0,6,0,930.0,11.62
Christian Laettner,WAS,48,284,232,89,37,28,6,42,0,0,3,0,557.0,11.6
Brendan Haywood,WAS,77,537,387,43,32,100,0,80,0,0,3,0,885.5,11.5
Bobby Simmons,LAC,56,437,262,96,51,17,2,73,0,0,2,0,642.5,11.47
Dan Gadzuric,MIL,75,424,346,28,51,105,0,45,0,0,2,0,855.0,11.4
Gordan Giricek,UTA,73,827,226,122,56,15,60,103,0,0,1,0,831.5,11.39
Devean George,LAL,82,604,332,112,81,38,65,88,0,0,3,0,931.5,11.36
Udonis Haslem,MIA,75,550,473,51,33,24,0,74,0,0,11,0,850.0,11.33
Kendall Gill,CHI,56,539,190,89,65,16,9,83,0,0,1,0,633.0,11.3
Jarvis Hayes,WAS,70,673,264,106,71,11,40,110,0,0,2,0,782.5,11.18
Antonio Daniels,SEA,71,571,142,298,45,6,42,61,0,0,6,0,793.5,11.18
Morris Peterson,TOR,82,678,261,113,88,14,126,69,0,0,0,0,911.0,11.11
Earl Watson,MEM,81,460,178,402,91,19,26,146,0,0,2,0,899.0,11.1
Dion Glover,TOR,69,620,266,130,50,19,40,102,0,0,0,0,762.0,11.04
Earl Boykins,DEN,82,839,143,295,51,3,55,100,0,0,1,0,894.0,10.9
Slava Medvedenko,LAL,68,563,343,57,38,18,0,59,0,0,6,0,740.5,10.89
Walter McCarty,BOS,77,605,239,124,72,22,137,91,0,0,1,0,832.0,10.81
Raja Bell,UTA,82,915,241,107,63,13,62,111,0,0,0,0,877.5,10.7
Dale Davis,POR,76,331,398,72,43,62,0,40,0,0,2,0,807.5,10.62
Marquis Daniels,DAL,56,477,146,116,53,12,11,44,0,0,0,0,592.0,10.57
Ruben Patterson,POR,73,507,268,139,84,21,2,105,0,0,1,0,767.5,10.51
Chris Crawford,ATL,56,569,175,45,37,20,44,55,0,0,0,0,585.5,10.46
Chris Mihm,BOS,76,482,413,21,37,63,0,90,0,0,3,0,788.0,10.37
Jake Voskuhl,PHX,66,438,343,57,42,25,0,77,0,0,1,0,677.0,10.26
Tony Battie,CLE,73,408,359,58,26,67,2,63,0,0,3,0,748.0,10.25
Bo Outlaw,MEM,82,379,342,90,73,70,0,69,0,0,1,0,839.5,10.24
Chris Kaman,LAC,82,499,461,85,23,73,0,155,0,0,6,0,838.5,10.23
Howard Eisley,PHX,67,460,129,273,56,5,52,98,0,0,2,0,684.0,10.21
Bruce Bowen,SAS,82,565,253,113,84,33,77,90,0,0,0,0,831.0,10.13
Mateen Cleaves,CLE,4,15,7,19,4,2,0,5,0,0,0,0,40.5,10.12
Chris Wilcox,LAC,65,559,305,51,29,20,0,80,0,0,3,0,656.5,10.1
Keith Bogans,ORL,73,498,317,98,46,10,67,75,0,0,2,0,736.5,10.09
Boris Diaw,ATL,76,342,342,182,59,37,6,126,0,0,1,0,765.0,10.07
Juan Dixon,WAS,71,664,148,137,82,4,59,104,0,0,0,0,714.5,10.06
Fred Hoiberg,MIN,79,530,268,109,66,10,76,44,0,0,0,0,788.0,9.97
Malik Rose,SAS,67,529,320,69,36,24,0,112,0,0,6,0,667.5,9.96
Chris Andersen,DEN,71,243,298,35,34,114,0,48,0,0,2,0,704.5,9.92
Rod Strickland,TOR,61,382,155,244,35,11,10,85,0,0,3,0,605.0,9.92
Joel Przybilla,ATL,17,49,111,7,5,17,0,18,0,0,0,0,168.5,9.91
Eddie House,LAC,60,409,138,148,65,4,51,63,0,0,1,0,592.0,9.87
Linton Johnson,CHI,41,173,183,27,37,32,7,37,0,0,2,0,403.0,9.83
Chucky Atkins,BOS,64,538,93,223,45,2,81,92,0,0,1,0,628.5,9.82
Leandro Barbosa,PHX,70,550,123,165,93,7,83,120,0,0,0,0,684.5,9.78
Brevin Knight,MIL,56,261,112,204,84,1,2,72,0,0,1,0,546.5,9.76
Jared Jeffries,WAS,82,464,424,93,48,28,5,107,0,0,4,0,800.5,9.76
Scottie Pippen,CHI,23,136,68,50,21,9,13,29,0,0,0,0,223.5,9.72
Wally Szczerbiak,MIN,28,285,88,33,12,1,20,28,0,0,0,0,271.5,9.7
Derek Fisher,LAL,82,580,152,187,103,4,52,79,0,0,0,0,790.0,9.63
Jon Barry,DEN,57,351,123,147,57,8,51,53,0,0,1,0,549.0,9.63
Calbert Cheaney,GSW,79,603,260,136,60,12,0,85,0,0,2,0,758.5,9.6
Calvin Booth,SEA,71,345,280,28,17,101,0,45,0,0,0,0,671.5,9.46
Charlie Ward,SAS,71,424,144,215,64,11,84,96,0,0,1,0,668.0,9.41
Aaron Williams,NJN,72,450,294,81,34,46,1,89,0,0,1,0,672.5,9.34
Marcus Fizer,CHI,46,360,202,43,16,8,2,51,0,0,4,0,427.0,9.28
Vitaly Potapenko,SEA,65,459,289,53,22,28,0,77,0,0,3,0,597.5,9.19
Shandon Anderson,NYK,80,635,222,122,68,17,36,118,0,0,0,0,731.5,9.14
George Lynch,NOH,78,375,312,117,48,18,43,64,0,0,1,0,707.0,9.06
Trenton Hassell,MIN,81,406,257,133,36,54,4,46,0,0,1,0,730.0,9.01
Robert Horry,SAS,81,392,272,101,48,49,41,55,0,0,0,0,728.5,8.99
Corie Blount,TOR,62,245,275,55,49,24,0,43,0,0,1,0,556.5,8.98
Ronald Dupree,CHI,47,292,167,55,32,18,4,51,0,0,0,0,419.0,8.91
Anthony Johnson,IND,73,450,130,202,64,8,41,75,0,0,0,0,646.5,8.86
Raul Lopez,UTA,82,572,155,305,62,2,25,174,0,0,1,0,713.5,8.7
Horace Grant,LAL,55,223,233,71,24,21,0,29,0,0,1,0,477.5,8.68
Corliss Williamson,DET,79,752,256,57,30,20,0,113,0,0,1,0,677.0,8.57
John Salmons,PHI,77,443,196,134,62,16,50,77,0,0,1,0,656.5,8.53
Rick Fox,LAL,38,183,102,98,29,4,15,48,0,0,0,0,317.0,8.34
Lindsey Hunter,DET,33,117,67,85,39,6,14,34,0,0,0,0,273.5,8.29
Michael Ruffin,UTA,41,92,207,41,22,21,0,42,0,0,0,0,338.0,8.24
Lucious Harris,NJN,69,478,140,135,41,2,38,53,0,0,1,0,567.0,8.22
Robert Traylor,NOH,71,362,262,43,39,37,2,62,0,0,5,0,582.0,8.2
Andrew DeClercq,ORL,71,230,317,44,47,32,0,54,0,0,1,0,581.0,8.18
Reggie Evans,SEA,75,217,408,33,54,10,0,65,0,0,0,0,612.5,8.17
Clar. Weatherspoon,HOU,52,261,204,30,30,15,0,35,0,0,1,0,420.5,8.09
Matt Barnes,LAC,38,171,151,48,27,3,2,44,0,0,1,0,302.5,7.96
Jamal Sampson,LAL,10,29,52,7,2,4,0,6,0,0,0,0,79.5,7.95
Kenny Anderson,IND,44,262,81,125,26,5,1,50,0,0,0,0,349.5,7.94
Jarron Collins,UTA,81,482,316,77,26,18,0,79,0,0,0,0,643.0,7.94
Elden Campbell,DET,65,361,209,45,21,50,0,63,0,0,0,0,513.5,7.9
Casey Jacobsen,PHX,78,466,201,98,48,9,75,68,0,0,0,0,615.5,7.89
Marcus Banks,BOS,81,480,133,175,88,13,27,125,0,0,0,0,638.5,7.88
Predrag Drobnjak,LAC,61,382,196,39,22,24,11,48,0,0,4,0,479.5,7.86
Jahidi White,PHX,62,261,261,7,25,51,0,66,0,0,2,0,486.5,7.85
David West,NOH,71,273,297,60,27,28,0,48,0,0,2,0,557.5,7.85
Steve Blake,WAS,75,444,117,209,57,7,75,128,0,0,1,0,586.5,7.82
Jerome James,SEA,65,324,230,32,20,60,0,82,0,0,0,0,502.0,7.72
Anthony Peeler,SAC,75,431,153,120,56,10,68,77,0,0,0,0,577.5,7.7
Adonal Foyle,GSW,44,137,167,17,6,46,0,21,0,0,2,0,337.5,7.67
Kedrick Brown,CLE,55,289,146,64,30,7,38,29,0,0,0,0,418.5,7.61
Shawn Bradley,DAL,66,219,173,20,33,74,0,17,0,0,0,0,499.5,7.57
Stacey Augmon,NOH,69,397,174,85,55,15,1,76,0,0,0,0,522.0,7.57
Michael Doleac,DEN,72,325,265,44,23,36,0,48,0,0,0,0,541.5,7.52
DeSagana Diop,CLE,56,126,199,34,26,51,0,29,0,0,0,0,421.0,7.52
Kevin Ollie,CLE,82,341,170,234,51,8,4,81,0,0,0,0,613.5,7.48
Rodney White,DEN,72,541,165,60,32,20,33,78,0,0,0,0,538.0,7.47
Tony Delk,DAL,33,197,59,28,27,7,20,17,0,0,0,0,246.5,7.47
Mamadou N'diaye,ATL,28,98,112,0,8,25,0,18,0,0,0,0,209.0,7.46
Luke Ridnour,SEA,69,382,108,163,52,7,27,80,0,0,1,0,514.5,7.46
Fred Jones,IND,81,397,126,173,65,18,27,73,0,0,0,0,604.0,7.46
Keyon Dooling,LAC,58,360,79,130,45,6,8,65,0,0,1,0,431.0,7.43
Alonzo Mourning,NJN,12,96,27,8,2,6,0,10,0,0,0,0,89.0,7.42
Francisco Elson,DEN,62,218,203,32,35,39,0,35,0,0,1,0,458.0,7.39
Eddie Robinson,CHI,51,343,104,58,33,10,1,45,0,0,0,0,375.0,7.35
Milt Palacio,TOR,59,257,102,184,41,11,4,87,0,0,0,0,433.5,7.35
Curtis Borchardt,UTA,16,58,54,15,4,14,0,18,0,0,0,0,116.0,7.25
Troy Hudson,MIN,29,218,35,70,7,0,31,34,0,0,0,0,209.5,7.22
Scott Williams,DAL,43,198,132,17,20,16,2,16,0,0,0,0,305.0,7.09
Lamond Murray,TOR,33,197,90,28,15,7,21,38,0,0,0,0,233.0,7.06
Brian Cook,LAL,35,155,101,20,16,16,0,17,0,0,1,0,246.5,7.04
Austin Croshere,IND,77,387,243,52,24,14,56,55,0,0,2,0,539.5,7.01
Darius Songaila,SAC,73,337,225,48,42,12,0,43,0,0,4,0,510.5,6.99
Michael Sweetney,NYK,42,180,157,14,18,12,0,32,0,0,1,0,290.0,6.9
Tom Gugliotta,UTA,55,161,187,63,31,12,1,39,0,0,0,0,378.0,6.87
Wesley Person,ATL,58,338,117,66,19,9,55,38,0,0,1,0,398.5,6.87
Jannero Pargo,CHI,31,207,37,70,13,6,22,47,0,0,0,0,212.5,6.85
Steven Hunter,ORL,59,187,170,12,5,73,0,29,0,0,0,0,402.5,6.82
Erick Strickland,MIL,43,231,71,90,26,2,29,54,0,0,0,0,293.0,6.81
Gary Trent,MIN,68,379,216,49,12,17,0,54,0,0,2,0,460.5,6.77
Jake Tsakalidis,MEM,40,170,128,18,9,22,0,23,0,0,0,0,270.0,6.75
Danny Fortson,DAL,56,217,250,9,12,11,0,37,0,0,1,0,377.5,6.74
Mark Madsen,MIN,72,259,272,28,33,18,0,47,0,0,0,0,484.5,6.73
Dajuan Wagner,CLE,44,287,58,51,26,7,31,41,0,0,0,0,293.0,6.66
Mickael Pietrus,GSW,53,279,119,27,32,12,35,40,0,0,0,0,351.0,6.62
Shammond Williams,NOH,53,255,60,116,37,2,30,47,0,0,1,0,350.5,6.61
Ervin Johnson,MIN,66,127,232,24,27,43,0,30,0,0,0,0,429.5,6.51
Kareem Rush,LAL,72,459,97,59,33,20,48,48,0,0,0,0,467.5,6.49
Jacque Vaughn,ATL,71,270,116,195,44,2,3,84,0,0,0,0,455.5,6.42
Alan Henderson,ATL,6,24,21,2,1,2,0,3,0,0,0,0,38.0,6.33
Malik Allen,MIA,45,191,119,16,12,28,0,27,0,0,0,0,283.5,6.3
Loren Woods,MIA,38,121,134,10,11,19,0,26,0,0,0,0,238.5,6.28
Lonny Baxter,WAS,62,251,187,20,17,29,1,38,0,0,1,0,388.0,6.26
Rasual Butler,MIA,45,304,61,23,10,13,50,28,0,0,0,0,279.0,6.2
Lee Nailon,CLE,57,341,143,38,15,8,0,45,0,0,0,0,352.5,6.18
Tony Massenburg,SAC,59,251,188,29,14,18,0,45,0,0,0,0,361.5,6.13
Ira Newble,CLE,64,254,155,72,25,19,2,54,0,0,1,0,390.0,6.09
DerMarr Johnson,NYK,21,113,39,11,8,7,13,16,0,0,0,0,127.0,6.05
Eduardo Najera,DAL,58,176,156,25,35,19,2,29,0,0,1,0,350.0,6.03
Bryon Russell,LAL,72,289,146,71,32,12,43,37,0,0,0,0,434.0,6.03
Donnell Harvey,PHX,60,239,164,21,24,27,0,45,0,0,0,0,361.5,6.03
Jonathan Bender,IND,21,148,40,9,5,11,9,33,0,0,0,0,126.5,6.02
Anthony Carter,SAS,5,22,11,12,4,0,0,12,0,0,0,0,30.0,6.0
Keon Clark,UTA,2,4,7,1,1,0,0,0,0,0,0,0,12.0,6.0
