Player,PLAYER_ID,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
David Nwaba,1628021,LAL,20,120,63,14,13,7,1,11,0,0,0,0,166.5,8.32
Chandler Parsons,202718,MEM,34,210,84,55,20,5,25,24,0,0,0,0,282.5,8.31
Arron Afflalo,201167,SAC,61,515,125,78,21,6,62,42,0,0,0,0,503.5,8.25
Trey Lyles,1626168,UTA,71,440,235,69,26,20,65,64,0,0,1,0,585.5,8.25
Luc Mbah a Moute,201601,LAC,80,484,170,39,81,35,43,46,0,0,0,0,658.5,8.23
JaVale McGee,201580,GSW,77,472,244,17,19,67,0,40,0,0,0,0,629.0,8.17
Cheick Diallo,1627767,NOP,17,87,73,4,4,7,0,7,0,0,3,0,138.5,8.15
Aron Baynes,203382,DET,75,365,333,32,17,39,0,50,0,0,2,0,611.5,8.15
Jerian Grant,1626170,CHI,63,370,111,121,47,8,49,44,0,0,1,0,508.5,8.07
Taurean Prince,1627752,ATL,59,335,157,55,43,27,33,61,0,0,0,0,475.0,8.05
Meyers Leonard,203086,POR,74,401,237,71,13,28,74,35,0,0,1,0,593.5,8.02
Troy Williams,1627786,HOU,30,185,69,25,27,10,18,32,0,0,0,0,237.5,7.92
Salah Mejri,1626257,DAL,73,213,308,14,32,61,1,40,0,0,1,0,576.0,7.89
Quincy Acy,203112,BKN,38,222,115,18,14,15,37,21,0,0,0,0,299.5,7.88
Lance Thomas,202498,NYK,46,275,142,35,21,5,38,25,0,0,1,0,361.5,7.86
Marcus Thornton,201977,WAS,33,219,76,41,19,3,28,25,0,0,0,0,259.5,7.86
Jonathon Simmons,203613,SAS,78,483,160,126,47,25,30,76,0,0,0,0,610.5,7.83
Luis Scola,2449,BKN,36,184,139,37,14,4,17,34,0,0,1,0,279.5,7.76
Pascal Siakam,1627783,TOR,55,229,185,17,26,45,1,33,0,0,0,0,426.0,7.75
Jaylen Brown,1627759,BOS,78,515,220,64,35,18,46,68,0,0,0,0,602.5,7.72
Ben McLemore,203463,SAC,61,495,129,51,29,6,65,62,0,0,1,0,469.0,7.69
Hollis Thompson,203138,NOP,40,205,112,35,20,6,32,11,0,0,0,0,306.5,7.66
Omer Asik,201600,NOP,31,85,163,15,5,10,0,14,0,0,1,0,237.5,7.66
Ramon Sessions,201196,CHA,50,312,73,129,27,3,21,46,0,0,0,0,382.5,7.65
Rodney Stuckey,201155,IND,39,281,84,84,16,0,19,53,0,0,0,0,297.0,7.62
Beno Udrih,2757,DET,39,227,57,131,13,0,11,36,0,0,0,0,297.0,7.62
Boban Marjanovic,1626246,DET,35,191,130,9,6,12,0,10,0,0,5,0,265.5,7.59
Joffrey Lauvergne,203530,CHI,70,375,251,70,25,6,33,56,0,0,0,0,531.0,7.59
Archie Goodwin,203462,BKN,15,110,28,24,4,5,5,14,0,0,0,0,113.5,7.57
Omri Casspi,201956,MIN,36,186,112,37,23,3,15,29,0,0,0,0,272.5,7.57
Kyle Anderson,203937,SAS,72,246,208,91,51,26,15,39,0,0,0,0,544.5,7.56
Roy Hibbert,201579,DEN,48,221,152,21,8,46,0,32,0,0,1,0,360.5,7.51
Alec Burks,202692,UTA,42,283,120,30,18,5,25,35,0,0,0,0,315.0,7.5
Stanley Johnson,1626169,DET,77,339,189,105,56,24,45,71,0,0,0,0,575.0,7.47
Kris Humphries,2743,ATL,56,257,206,29,15,21,19,28,0,0,0,0,417.0,7.45
Dorian Finney-Smith,1627827,DAL,81,350,222,67,52,25,56,45,0,0,0,0,601.0,7.42
Denzel Valentine,1627756,CHI,57,291,151,63,30,7,73,49,0,0,1,0,422.0,7.4
Randy Foye,200751,BKN,69,357,155,135,35,9,67,80,0,0,0,0,510.0,7.39
Troy Daniels,203584,MEM,67,551,100,46,20,4,138,45,0,0,0,0,493.5,7.37
Paul Zipser,1627835,CHI,44,240,125,36,15,16,33,40,0,0,0,0,319.5,7.26
Juancho Hernangomez,1627823,DEN,62,305,187,29,30,12,46,31,0,0,1,0,445.5,7.19
Jonas Jerebko,201973,BOS,78,299,272,71,25,17,45,39,0,0,0,0,560.0,7.18
Mirza Teletovic,203141,MIL,70,451,162,48,12,13,104,37,0,0,0,0,500.5,7.15
Shaun Livingston,2733,GSW,76,389,151,139,38,20,1,62,0,0,0,0,539.0,7.09
Donatas Motiejunas,202700,NOP,34,150,101,32,18,11,11,31,0,0,0,0,240.5,7.07
Ian Clark,203546,GSW,77,527,121,90,39,8,61,55,0,0,0,0,544.0,7.06
Richard Jefferson,2210,CLE,79,448,203,78,26,10,62,52,0,0,1,0,557.0,7.05
Timothe Luwawu-Cabarrot,1627789,PHI,69,445,149,75,32,10,50,73,0,0,0,0,482.5,6.99
Malcolm Delaney,1627098,ATL,73,391,123,193,39,1,26,95,0,0,0,0,509.5,6.98
Brandon Rush,201575,MIN,47,197,99,45,22,23,44,28,0,0,0,0,326.5,6.95
Corey Brewer,201147,LAL,82,371,166,97,61,20,27,55,0,0,0,0,569.0,6.94
Dante Exum,203957,UTA,66,412,132,111,21,12,44,80,0,0,0,0,457.0,6.92
Lavoy Allen,202730,IND,61,177,219,57,18,24,0,29,0,0,2,0,421.5,6.91
Anthony Bennett,203461,BKN,23,115,78,12,5,3,13,12,0,0,0,0,158.0,6.87
Jarrod Uthoff,1627784,DAL,9,40,22,9,2,4,3,3,0,0,0,0,61.5,6.83
Mindaugas Kuzminskas,1627851,NYK,68,425,126,69,29,11,54,51,0,0,0,0,463.5,6.82
Tyus Jones,1626145,MIN,60,209,67,156,48,5,26,38,0,0,0,0,408.5,6.81
Derrick Jones Jr.,1627884,PHX,32,168,79,12,14,13,3,13,0,0,0,0,217.5,6.8
Derrick Williams,202682,CLE,50,304,130,28,14,7,30,28,0,0,0,0,339.0,6.78
Ron Baker,1627758,NYK,52,215,98,107,34,8,23,56,0,0,0,0,352.0,6.77
Reggie Bullock Jr.,203493,DET,31,141,64,29,18,3,28,10,0,0,0,0,209.5,6.76
Jarell Martin,1626185,MEM,42,165,162,8,17,9,9,28,0,0,1,0,282.0,6.71
Jason Terry,1891,MIL,74,307,106,98,46,20,73,36,0,0,0,0,490.0,6.62
Leandro Barbosa,2571,PHX,67,419,104,81,31,8,35,48,0,0,0,0,442.0,6.6
Gary Payton II,1627780,MIL,6,20,12,13,3,4,1,10,0,0,0,0,39.5,6.58
Cameron Payne,1626166,CHI,31,160,48,55,14,4,27,29,0,0,0,0,203.5,6.56
Anthony Brown,1626148,ORL,11,43,33,8,5,1,7,6,0,0,0,0,72.0,6.55
Mike Dunleavy,2399,ATL,53,275,115,50,15,7,53,28,0,0,0,0,345.0,6.51
Dahntay Jones,2563,CLE,1,9,2,1,0,0,0,1,0,0,0,0,6.5,6.5
C.J. Watson,201228,ORL,62,281,89,114,43,2,32,47,0,0,0,0,402.5,6.49
Boris Diaw,2564,UTA,73,338,158,170,18,9,20,87,0,0,0,0,474.0,6.49
Mario Hezonja,1626209,ORL,65,317,146,62,30,15,43,58,0,0,0,0,420.0,6.46
Alex Abrines,203518,OKC,68,406,86,40,37,8,94,33,0,0,0,0,433.0,6.37
Kevin Seraphin,202338,IND,49,232,142,23,7,20,0,29,0,0,0,0,306.0,6.24
Luke Babbitt,202337,MIA,68,324,141,36,20,11,87,25,0,0,0,0,419.5,6.17
Brandon Bass,101138,LAC,52,292,129,21,14,11,1,29,0,0,0,0,317.5,6.11
Jonathan Gibson,1626780,DAL,17,106,22,26,8,0,15,21,0,0,0,0,103.5,6.09
Wesley Johnson,202325,LAC,68,186,181,23,29,30,29,18,0,0,0,0,411.5,6.05
Davis Bertans,202722,SAS,67,303,98,46,20,28,69,32,0,0,0,0,394.0,5.88
Aaron Brooks,201166,IND,65,322,69,125,25,9,48,66,0,0,0,0,381.0,5.86
Gerald Green,101123,BOS,47,262,84,33,9,7,39,25,0,0,0,0,274.5,5.84
Chris Andersen,2365,CLE,12,28,31,5,5,7,0,5,0,0,0,0,69.0,5.75
Tyler Zeller,203092,BOS,51,178,124,42,7,21,0,20,0,0,1,0,292.0,5.73
Dragan Bender,1627733,PHX,43,146,103,23,10,22,28,32,0,0,1,0,246.0,5.72
Jakob Poeltl,1627751,TOR,54,165,165,12,17,20,0,29,0,0,0,0,304.5,5.64
Thon Maker,1627748,MIL,57,226,114,23,10,26,28,17,0,0,0,0,319.0,5.6
Chasson Randle,1626184,NYK,26,137,32,34,9,2,16,19,0,0,0,0,145.5,5.6
Patrick McCaw,1627775,GSW,71,282,100,77,32,15,41,36,0,0,0,0,396.5,5.58
Tiago Splitter,201168,PHI,8,39,22,4,1,1,2,6,0,0,0,0,44.5,5.56
Jeff Withey,203481,UTA,51,146,121,7,16,32,0,14,0,0,0,0,283.0,5.55
Isaiah Canaan,203477,CHI,39,181,50,37,22,1,25,21,0,0,0,0,215.0,5.51
Jose Calderon,101181,ATL,41,141,74,88,11,1,20,41,0,0,0,0,225.5,5.5
Semaj Christon,203902,OKC,64,183,87,130,28,7,12,43,0,0,0,0,341.5,5.34
Pierre Jackson,203510,DAL,9,35,9,19,2,0,3,3,0,0,0,0,48.0,5.33
Reggie Williams,202130,NOP,6,27,6,4,3,0,5,0,0,0,0,0,32.0,5.33
Shabazz Napier,203894,POR,53,218,61,67,32,2,34,41,0,0,0,0,281.0,5.3
Adreian Payne,203940,MIN,18,63,33,7,8,7,3,8,0,0,0,0,95.0,5.28
Anthony Morrow,201627,CHI,49,271,31,25,24,2,41,6,0,0,0,0,258.0,5.27
DeAndre Liggins,202732,DAL,62,152,108,54,47,14,17,42,0,0,0,0,326.5,5.27
Wade Baldwin IV,1627735,MEM,33,106,46,61,18,7,3,39,0,0,0,0,172.5,5.23
Quinn Cook,1626188,NOP,14,79,7,26,4,0,11,13,0,0,0,0,73.0,5.21
KJ McDaniels,203909,BKN,49,206,82,13,19,18,20,29,0,0,0,0,253.0,5.16
Okaro White,1627855,MIA,35,98,82,21,10,10,12,18,0,0,0,0,180.0,5.14
Jared Sullinger,203096,TOR,11,37,27,3,4,1,3,4,0,0,0,0,56.0,5.09
Cole Aldrich,202332,MIN,62,105,158,25,25,23,0,17,0,0,1,0,315.5,5.09
Kevon Looney,1626172,GSW,53,135,124,29,15,17,2,17,0,0,0,0,268.5,5.07
Trey Burke,203504,WAS,57,285,47,100,11,5,31,48,0,0,0,0,289.0,5.07
Tyler Ennis,203898,LAL,53,228,45,86,25,2,27,45,0,0,0,0,267.5,5.05
Wayne Selden,1627782,MEM,14,71,16,13,6,1,7,12,0,0,0,0,70.0,5.0
Marcelo Huertas,1626273,LAL,23,63,24,52,10,2,4,19,0,0,0,0,114.5,4.98
Tomas Satoransky,203107,WAS,57,154,83,92,26,6,9,38,0,0,1,0,283.5,4.97
James Michael McAdoo,203949,GSW,52,147,91,18,18,29,2,19,0,0,0,0,258.5,4.97
Kay Felder,1627770,CLE,42,166,41,58,18,7,7,30,0,0,0,0,205.5,4.89
Maurice Ndour,1626254,NYK,32,98,64,8,15,8,1,12,0,0,1,0,156.5,4.89
Rashad Vaughn,1626173,MIL,41,142,49,23,19,10,26,14,0,0,0,0,200.0,4.88
Briante Weber,1627362,CHA,20,62,26,21,12,1,1,8,0,0,0,0,96.5,4.83
Chinanu Onuaku,1627778,HOU,5,14,10,3,3,1,0,4,0,0,0,0,24.0,4.8
Sasha Vujacic,2756,NYK,42,124,59,52,13,2,23,16,0,0,0,0,198.5,4.73
Nicolas Brussino,1627852,DAL,54,150,95,47,17,8,29,26,0,0,0,0,255.5,4.73
Mike Scott,203118,ATL,18,45,37,17,4,3,4,8,0,0,0,0,84.5,4.69
Greivis Vasquez,202349,BKN,3,7,2,5,1,1,1,1,0,0,0,0,14.0,4.67
Christian Wood,1626174,CHA,13,35,29,2,3,6,0,7,0,0,0,0,59.5,4.58
Miles Plumlee,203101,CHA,45,113,95,21,18,13,0,30,0,0,0,0,204.5,4.54
Jarrett Jack,101127,NOP,2,6,0,5,2,0,0,3,0,0,0,0,9.0,4.5
Jordan McRae,203895,CLE,37,161,41,19,8,6,18,14,0,0,0,0,163.5,4.42
Jarell Eddie,204067,PHX,5,24,7,0,1,0,4,1,0,0,0,0,22.0,4.4
Norris Cole,202708,OKC,13,43,11,14,8,0,3,7,0,0,0,0,57.0,4.38
Paul Pierce,1718,LAC,25,81,48,10,4,5,15,16,0,0,0,0,108.0,4.32
Fred VanVleet,1627832,TOR,37,107,42,35,16,3,11,15,0,0,0,0,159.0,4.3
Ronnie Price,101179,PHX,14,14,11,18,11,1,3,3,0,0,0,0,58.5,4.18
Marshall Plumlee,1627850,NYK,21,40,51,10,4,4,0,12,0,0,1,0,86.0,4.1
Brian Roberts,203148,CHA,41,142,39,52,9,1,17,26,0,0,0,0,164.5,4.01
Udonis Haslem,2617,MIA,16,31,36,6,6,1,0,8,0,0,0,0,63.5,3.97
Andrew Nicholson,203094,BKN,38,100,61,10,16,6,5,17,0,0,0,0,150.5,3.96
Dejounte Murray,1627749,SAS,38,130,42,48,8,6,9,38,0,0,0,0,149.5,3.93
Marcus Georges-Hunt,1627875,ORL,5,14,9,3,1,0,1,2,0,0,0,0,19.5,3.9
Raul Neto,203526,UTA,40,100,30,34,21,5,10,15,0,0,0,0,156.0,3.9
DeAndre' Bembry,1627761,ATL,38,101,59,28,8,5,1,16,0,0,0,0,148.0,3.89
Henry Ellenson,1627740,DET,19,60,41,7,1,1,10,14,0,0,1,0,74.0,3.89
AJ Hammons,1627773,DAL,22,48,36,4,1,13,5,10,0,0,0,0,84.5,3.84
Johnny O'Bryant III,203948,CHA,11,38,19,6,0,1,3,6,0,0,0,0,41.5,3.77
Sheldon Mac,1627815,WAS,30,90,34,15,8,2,7,5,0,0,0,0,112.5,3.75
Jarnell Stokes,203950,DEN,2,3,2,2,1,0,0,0,0,0,0,0,7.5,3.75
Malachi Richardson,1627781,SAC,22,79,23,11,5,1,8,8,0,0,0,0,81.5,3.7
Brice Johnson,1627744,LAC,3,4,3,1,2,1,0,1,0,0,0,0,11.0,3.67
Kyle Singler,202713,OKC,32,88,48,9,7,5,7,11,0,0,0,0,117.5,3.67
Damian Jones,1627745,GSW,10,19,23,0,1,4,0,6,0,0,0,0,36.5,3.65
Malik Beasley,1627736,DEN,22,83,17,11,7,0,9,8,0,0,0,0,80.0,3.64
Anderson Varejao,2760,GSW,14,18,27,10,3,3,0,8,0,0,0,0,50.0,3.57
Nicolas Laprovittola,1627879,SAS,18,59,10,28,4,1,10,19,0,0,0,0,63.5,3.53
Pat Connaughton,1626192,POR,39,98,52,28,6,2,17,17,0,0,0,0,136.5,3.5
Mike Miller,2034,DEN,20,28,38,22,2,0,8,13,0,0,0,0,69.0,3.45
Rakeem Christmas,1626176,IND,29,59,56,4,3,6,0,8,0,0,0,0,99.5,3.43
Deyonta Davis,1627738,MEM,36,58,60,2,3,17,0,8,0,0,0,0,123.0,3.42
Darrun Hilliard,1626199,DET,39,127,33,33,11,2,12,28,0,0,0,0,133.5,3.42
Ryan Kelly,203527,ATL,16,25,18,8,4,5,4,4,0,0,0,0,54.5,3.41
Justin Harper,202712,PHI,3,12,5,2,0,0,2,4,0,0,0,0,10.0,3.33
Elijah Millsap,202407,PHX,2,3,6,1,0,0,0,2,0,0,0,0,6.5,3.25
Manny Harris,202412,DAL,4,8,9,2,0,0,0,2,0,0,0,0,13.0,3.25
Metta World Peace,1897,LAL,25,57,20,11,10,2,9,7,0,0,0,0,81.0,3.24
Stephen Zimmerman,1627757,ORL,19,23,35,4,2,5,0,3,0,0,0,0,61.5,3.24
James Jones,2592,CLE,48,132,37,14,6,10,31,10,0,0,0,0,154.5,3.22
Lamar Patterson,203934,ATL,5,9,7,6,1,0,1,4,0,0,0,0,16.0,3.2
Nick Collison,2555,OKC,20,33,31,12,2,2,0,4,0,0,0,0,63.5,3.17
James Young,203923,BOS,29,68,26,4,10,2,12,4,0,0,0,0,90.0,3.1
Joel Anthony,201202,SAS,19,25,31,3,2,6,0,4,0,0,0,0,58.5,3.08
Bruno Caboclo,203998,TOR,9,14,10,4,2,1,2,2,0,0,0,0,26.0,2.89
Isaiah Taylor,1627819,HOU,4,3,3,3,1,1,0,0,0,0,0,0,11.5,2.88
Joel Bolomboy,1627762,UTA,12,22,17,2,1,2,1,2,0,0,0,0,34.5,2.88
Alan Anderson,101187,LAC,30,86,24,11,3,0,14,7,0,0,0,0,84.0,2.8
Chris McCullough,1626191,WAS,16,36,19,2,2,2,1,3,0,0,0,0,44.5,2.78
Jordan Mickey,1626175,BOS,25,38,34,7,3,6,0,9,0,0,0,0,69.0,2.76
Axel Toupane,1626253,NOP,4,11,1,0,1,1,1,0,0,0,0,0,11.0,2.75
Treveon Graham,1626203,CHA,27,57,22,6,6,1,9,3,0,0,0,0,72.0,2.67
Jake Layman,1627774,POR,35,78,24,11,9,3,13,11,0,0,0,0,93.5,2.67
Alonzo Gee,202087,DEN,13,11,15,6,5,1,0,4,0,0,0,0,34.5,2.65
Tim Quarterman,1627817,POR,16,31,14,11,2,3,5,11,0,0,0,0,42.0,2.62
Bryn Forbes,1627854,SAS,36,94,23,23,1,0,17,11,0,0,0,0,92.5,2.57
Jordan Hill,201941,MIN,7,12,14,0,1,0,0,4,0,0,0,0,18.0,2.57
Damjan Rudez,204014,ORL,45,82,25,20,12,1,20,9,0,0,0,0,113.0,2.51
Demetrius Jackson,1627743,BOS,5,10,4,3,0,0,1,0,0,0,0,0,12.5,2.5
Bobby Brown,201628,HOU,25,62,6,14,1,0,14,5,0,0,0,0,55.0,2.2
Joe Young,1626202,IND,33,68,17,15,4,0,5,5,0,0,0,0,71.5,2.17
Daniel Ochefu,1627849,WAS,19,24,22,3,2,0,0,3,0,0,0,0,38.0,2.0
Gary Neal,202390,ATL,2,4,1,1,0,0,0,0,0,0,0,0,4.0,2.0
Mike Tobey,1627861,CHA,2,2,3,1,0,0,0,1,0,0,0,0,4.0,2.0
Kyle Wiltjer,1627787,HOU,14,13,10,2,3,1,4,5,0,0,0,0,23.5,1.68
C.J. Wilcox,203912,ORL,22,21,12,12,2,1,3,6,0,0,0,0,36.0,1.64
Larry Sanders,202336,CLE,5,4,4,0,1,1,0,2,0,0,0,0,8.0,1.6
Diamond Stone,1627754,LAC,7,10,6,0,0,1,0,2,0,0,0,0,11.0,1.57
John Jenkins,203098,PHX,4,7,1,1,0,0,1,0,0,0,0,0,6.0,1.5
Georges Niang,1627777,IND,23,21,17,5,3,0,1,5,0,0,0,0,34.0,1.48
Aaron Harrison,1626151,CHA,5,1,3,3,0,0,0,0,0,0,0,0,6.5,1.3
Arinze Onuaku,202620,ORL,8,4,6,2,0,1,0,2,0,0,0,0,10.0,1.25
John Lucas III,101249,MIN,5,2,0,1,2,0,0,0,0,0,0,0,6.0,1.2
Danuel House Jr.,1627863,WAS,1,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0
Patricio Garino,1627868,ORL,5,0,7,0,0,0,0,3,0,0,0,0,4.0,0.8
Michael Gbinije,1627771,DET,9,4,3,2,0,0,0,0,0,0,0,0,7.0,0.78
Steve Novak,200779,MIL,8,5,3,0,0,0,1,0,0,0,0,0,6.0,0.75
RJ Hunter,1626154,CHI,3,0,1,0,0,0,0,0,0,0,0,0,1.0,0.33
Ben Bentil,1627791,DAL,3,0,2,0,0,0,0,1,0,0,0,0,1.0,0.33
