Player,PLAYER_ID,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Francisco Garcia,101128,SAC,65,824,218,150,80,67,88,112,0,0,0,0,1006.0,15.48
Grant Hill,255,PHX,82,985,405,186,90,54,24,126,0,0,5,0,1262.5,15.4
Rodney Stuckey,201155,DET,79,1058,275,387,78,11,23,173,1,0,5,0,1213.5,15.36
Joakim Noah,201149,CHI,80,537,606,106,49,110,0,82,0,0,10,0,1226.5,15.33
Marquis Daniels,2605,IND,54,733,248,114,62,26,18,94,0,0,4,0,823.5,15.25
Delonte West,2753,CLE,64,751,203,226,94,13,91,92,0,0,0,0,972.0,15.19
Jason Thompson,201574,SAC,82,910,606,93,46,59,0,146,0,0,17,0,1235.0,15.06
Anderson Varejao,2760,CLE,81,694,581,81,75,66,0,80,0,0,9,0,1220.0,15.06
Samuel Dalembert,2223,PHI,82,523,701,18,33,146,0,117,0,0,13,0,1234.5,15.05
Chris Andersen,2365,DEN,71,452,442,31,41,175,2,69,0,0,5,0,1068.0,15.04
Eric Gordon,201569,LAC,78,1252,201,215,78,35,131,164,1,0,0,0,1170.5,15.01
Mike Dunleavy,2399,IND,18,271,68,44,12,9,32,38,0,0,0,0,267.5,14.86
Jarrett Jack,101127,IND,82,1074,276,338,88,17,78,184,0,0,0,0,1216.0,14.83
Anthony Parker,1515,TOR,80,857,317,269,100,15,94,114,0,0,0,0,1177.5,14.72
Steve Blake,2581,POR,69,757,173,348,69,4,140,108,0,0,4,0,1011.5,14.66
Drew Gooden,2400,SAS,51,605,362,48,30,18,0,76,0,0,12,0,744.5,14.6
Luke Ridnour,2557,MIL,72,688,218,365,92,16,55,128,0,0,6,0,1048.5,14.56
Matt Barnes,2440,PHX,77,788,421,212,52,26,117,130,0,0,5,0,1116.5,14.5
Peja Stojakovic,978,NOH,61,812,264,75,52,3,145,51,0,0,1,0,877.5,14.39
Mike Conley,201144,MEM,82,895,276,354,90,8,88,143,0,0,2,0,1176.5,14.35
Ryan Gomes,101155,MIN,82,1092,392,135,63,22,106,128,0,0,2,0,1170.0,14.27
Joel Przybilla,2038,POR,82,448,717,27,34,97,0,78,0,0,11,0,1163.0,14.18
Michael Beasley,201563,MIA,81,1123,439,83,41,37,33,121,0,0,8,0,1143.0,14.11
Andray Blatche,101154,WAS,71,713,378,118,53,74,5,117,0,0,7,0,999.0,14.07
Shane Battier,2203,HOU,60,436,285,137,48,54,91,49,0,0,0,0,840.5,14.01
Nick Collison,2555,OKC,71,584,489,66,51,50,0,73,0,0,11,0,987.0,13.9
Ronny Turiaf,101142,GSW,79,470,360,166,34,168,0,70,0,0,2,0,1097.0,13.89
Leandro Barbosa,2571,PHX,70,993,181,162,82,7,90,93,1,0,0,0,970.5,13.86
Beno Udrih,2757,SAC,73,800,220,342,81,12,35,158,0,0,1,0,1008.5,13.82
Greg Oden,201141,POR,61,540,424,31,25,69,0,87,0,0,16,0,842.0,13.8
Trevor Ariza,2772,LAL,82,729,352,145,137,24,61,87,0,0,1,0,1128.0,13.76
Kirk Hinrich,2550,CHI,51,503,123,197,66,19,69,87,0,0,0,0,689.0,13.51
Travis Outlaw,2566,POR,81,1034,331,83,47,57,89,94,0,0,2,0,1091.5,13.48
Larry Hughes,1716,NYK,55,640,159,119,72,14,75,71,0,0,0,0,736.5,13.39
Jeff Foster,1902,IND,74,452,508,130,53,49,2,88,0,0,5,0,986.0,13.32
Andres Nocioni,2804,SAC,76,867,361,102,39,33,124,113,0,0,3,0,992.5,13.06
Nenad Krstic,2420,OKC,46,445,253,29,21,49,0,45,0,0,1,0,600.5,13.05
Anthony Randolph,201576,GSW,63,499,363,49,42,74,0,80,0,0,8,0,821.5,13.04
Raja Bell,1952,CHA,67,799,243,142,50,8,114,86,0,0,0,0,871.5,13.01
Erick Dampier,956,DAL,80,454,565,77,24,95,0,74,0,0,6,0,1039.0,12.99
Jamario Moon,200081,MIA,80,577,365,95,86,60,65,43,0,0,1,0,1031.0,12.89
Derek Fisher,965,LAL,82,814,188,261,95,6,120,72,0,0,1,0,1047.0,12.77
Rasual Butler,2446,NOH,82,922,271,75,51,61,140,59,0,0,1,0,1043.0,12.72
Luc Mbah a Moute,201601,MIL,82,594,487,87,87,45,0,100,0,0,4,0,1039.0,12.67
Cuttino Mobley,1749,LAC,11,151,29,12,15,2,12,18,0,0,0,0,138.5,12.59
Hakim Warrick,101124,MEM,82,951,406,66,48,39,5,98,0,0,5,0,1031.0,12.57
Dominic McGuire,201187,WAS,79,356,428,198,62,74,2,92,0,0,4,0,989.0,12.52
Ben Wallace,1112,CLE,56,165,362,44,48,75,0,34,0,0,0,0,700.5,12.51
Quentin Richardson,2047,NYK,72,733,319,117,47,7,120,74,0,0,1,0,897.5,12.47
Lou Williams,101150,PHI,81,1039,165,242,85,14,63,151,0,0,0,0,1005.0,12.41
James Posey,1899,NOH,75,668,362,82,58,21,116,79,0,0,3,0,918.0,12.24
Roger Mason Jr.,2427,SAS,82,969,251,173,40,12,166,100,0,0,0,0,995.5,12.14
Yi Jianlian,201146,NJN,61,525,326,60,29,36,48,70,0,0,3,0,735.5,12.06
Sebastian Telfair,2742,MIN,75,738,127,343,73,12,73,146,0,0,2,0,901.5,12.02
Matt Bonner,2588,SAS,81,667,386,82,47,26,118,37,0,0,1,0,970.5,11.98
Rudy Fernandez,201164,POR,78,815,207,159,69,12,159,86,0,0,0,0,929.0,11.91
DJ White,201591,OKC,7,62,32,6,3,5,0,3,0,0,1,0,83.0,11.86
Keyon Dooling,2039,NJN,77,748,155,270,71,8,99,105,0,0,2,0,903.5,11.73
Flip Murray,2436,ATL,80,974,168,158,88,17,87,128,0,0,0,0,938.5,11.73
C.J. Watson,201228,GSW,77,730,192,206,96,4,48,92,0,0,1,0,896.0,11.64
D.J. Augustin,201571,CHA,72,850,133,250,42,2,108,119,0,0,1,0,832.0,11.56
Earl Watson,2248,OKC,68,448,183,391,50,11,20,156,0,0,2,0,776.0,11.41
Fred Jones,2410,LAC,52,378,126,188,53,11,54,66,0,0,1,0,593.0,11.4
Brandan Wright,201148,GSW,39,323,157,21,22,37,0,23,0,0,2,0,436.5,11.19
Thabo Sefolosha,200757,OKC,66,389,242,111,75,45,24,64,0,0,1,0,736.5,11.16
Kyle Korver,2594,UTA,78,705,258,137,47,30,103,90,0,0,0,0,863.0,11.06
Aaron Brooks,201166,HOU,80,894,157,238,46,8,113,125,0,0,2,0,883.5,11.04
Michael Finley,714,SAS,81,784,270,114,37,17,131,61,0,0,0,0,888.5,10.97
Mickael Pietrus,2554,ORL,54,510,176,65,31,24,80,56,0,0,2,0,592.0,10.96
Anthony Carter,1853,DEN,78,412,205,364,96,13,21,155,0,0,0,0,848.5,10.88
Carl Landry,201171,HOU,69,638,343,39,26,31,1,68,0,0,2,0,749.5,10.86
Bobby Simmons,2250,NJN,71,556,277,92,50,10,117,62,0,0,1,0,764.5,10.77
Ryan Anderson,201583,NJN,66,487,311,52,44,20,69,63,0,0,3,0,709.0,10.74
Kyle Lowry,200768,HOU,77,584,189,275,69,17,25,117,0,0,1,0,824.5,10.71
Anthony Morrow,201627,GSW,67,676,199,80,36,12,86,52,0,0,2,0,706.0,10.54
Mike James,1628455,WAS,61,531,133,201,44,6,69,94,0,0,0,0,640.0,10.49
Linas Kleiza,101132,DEN,82,813,327,64,31,14,87,82,0,0,0,0,849.0,10.35
Brandon Bass,101138,DAL,81,686,367,43,27,55,0,86,0,0,4,0,835.0,10.31
Jarvis Hayes,2553,NJN,74,644,267,54,52,7,94,49,0,0,0,0,759.0,10.26
Joe Smith,693,CLE,57,374,263,41,17,40,3,25,0,0,1,0,582.5,10.22
Leon Powe,200796,BOS,70,538,345,46,24,38,0,76,0,0,5,0,713.0,10.19
Darrell Arthur,201589,MEM,76,422,346,43,52,52,0,47,0,0,2,0,763.0,10.04
Zaza Pachulia,2585,ATL,77,481,436,57,35,26,0,91,0,0,4,0,768.5,9.98
Kurt Thomas,703,SAS,79,343,405,66,34,58,0,42,0,0,2,0,786.5,9.96
Bobby Jackson,1517,SAC,71,532,200,143,62,4,60,66,0,0,2,0,707.0,9.96
Jared Jeffries,2407,NYK,56,296,231,80,47,33,1,65,0,0,1,0,555.5,9.92
Craig Smith,200783,MIN,74,746,284,79,31,19,0,105,0,0,1,0,732.0,9.89
Desmond Mason,2046,OKC,39,294,157,46,15,30,0,56,0,0,1,0,385.0,9.87
Daequan Cook,201161,MIA,75,686,189,71,39,10,153,42,0,0,0,0,735.5,9.81
Corey Brewer,201147,MIN,15,93,49,25,15,3,5,13,0,0,0,0,146.0,9.73
DeShawn Stevenson,2052,WAS,32,211,76,98,21,2,35,32,0,0,0,0,311.0,9.72
Roy Hibbert,201579,IND,70,494,243,49,20,76,0,55,0,0,0,0,676.0,9.66
Courtney Lee,201584,ORL,77,646,178,91,76,14,82,69,0,0,0,0,744.0,9.66
J.J. Barea,200826,DAL,79,617,177,269,37,5,55,105,0,0,0,0,761.0,9.63
CJ Miles,101139,UTA,72,657,167,107,46,15,63,64,0,0,1,0,693.0,9.62
JaVale McGee,201580,WAS,75,489,294,23,33,75,0,61,0,0,4,0,720.5,9.61
Brandon Rush,201575,IND,75,610,233,66,38,37,78,75,0,0,2,0,720.0,9.6
Marreese Speights,201578,PHI,79,608,293,30,27,56,2,46,0,0,1,0,749.0,9.48
Rasho Nesterovic,1725,IND,70,473,240,109,30,38,0,63,0,0,2,0,660.5,9.44
Charlie Bell,2294,MIL,70,587,134,151,50,7,87,76,0,0,0,0,660.0,9.43
Rashad McCants,101119,SAC,58,554,110,68,47,14,63,64,0,0,0,0,544.5,9.39
Glen Davis,201175,BOS,76,530,301,69,53,19,2,71,0,0,3,0,712.0,9.37
Tony Allen,2754,BOS,46,359,104,66,54,23,6,77,0,0,0,0,429.5,9.34
Darko Milicic,2545,MEM,61,333,264,34,22,51,0,48,0,0,5,0,567.5,9.3
Tim Thomas,1501,CHI,64,545,201,68,31,11,78,70,0,0,1,0,595.5,9.3
Eddie House,2067,BOS,81,691,157,92,61,7,151,55,0,0,0,0,751.0,9.27
Daniel Gibson,200789,CLE,75,586,155,132,44,16,108,61,0,0,0,0,693.0,9.24
Marco Belinelli,201158,GSW,42,372,71,88,36,1,52,59,0,0,0,0,386.0,9.19
Nick Young,201156,WAS,82,892,150,95,39,20,56,92,0,0,0,0,745.0,9.09
Jason Maxiell,101131,DET,78,452,324,24,25,63,0,45,0,0,2,0,707.0,9.06
Darius Songaila,2443,WAS,77,566,227,94,64,20,0,74,0,0,0,0,698.0,9.06
Chris Wilcox,2404,NYK,62,447,277,47,26,16,0,75,0,0,3,0,559.5,9.02
Renaldo Balkman,200764,DEN,53,264,203,34,47,23,2,35,0,0,2,0,477.0,9.0
Willie Green,2584,PHI,81,685,126,158,53,13,51,64,0,0,0,0,720.0,8.89
Maurice Evans,2230,ATL,80,574,243,54,50,10,98,43,0,0,1,0,711.0,8.89
Von Wafer,101144,HOU,63,610,113,71,40,8,64,59,0,0,0,0,558.0,8.86
DeAndre Jordan,201599,LAC,53,228,237,11,11,59,0,41,0,0,3,0,464.0,8.75
Antoine Wright,101120,DAL,65,474,136,77,46,27,45,54,0,0,0,0,564.5,8.68
Marcin Gortat,101162,ORL,63,239,286,14,18,53,1,25,0,0,4,0,541.0,8.59
Josh Boone,200767,NJN,62,258,258,31,22,48,0,31,0,0,2,0,529.0,8.53
Brian Skinner,1730,LAC,51,214,203,27,17,52,0,43,0,0,3,0,435.0,8.53
Wally Szczerbiak,1887,CLE,74,517,232,82,28,10,69,55,0,0,1,0,629.0,8.5
Jordan Farmar,200770,LAL,65,416,117,155,57,10,49,87,0,0,0,0,551.5,8.48
Joey Graham,101121,TOR,78,597,292,48,35,12,3,74,0,0,1,0,661.0,8.47
Kwame Brown,2198,DET,58,243,290,32,24,24,0,50,0,0,2,0,491.5,8.47
Nicolas Batum,201587,POR,79,426,220,74,50,40,62,50,0,0,0,0,668.0,8.46
Kyle Weaver,201602,OKC,56,299,130,101,47,25,32,69,0,0,0,0,471.5,8.42
Luke Walton,2575,LAL,65,326,180,177,32,10,17,69,0,0,0,0,543.5,8.36
Pops Mensah-Bonsu,200822,TOR,22,111,113,6,9,5,0,19,0,0,0,0,183.5,8.34
Vladimir Radmanovic,2209,CHA,78,540,222,81,46,15,105,98,0,0,0,0,649.5,8.33
Keith Bogans,2586,MIL,65,364,202,64,43,4,74,41,0,0,0,0,538.0,8.28
James Singleton,101189,DAL,62,314,250,17,26,28,13,36,0,0,7,0,509.5,8.22
Sasha Vujacic,2756,LAL,80,461,135,113,77,7,81,35,0,0,0,0,652.0,8.15
Dan Gadzuric,2429,MIL,67,271,255,39,32,43,0,41,0,0,4,0,542.5,8.1
Jared Dudley,201162,PHX,68,372,205,56,57,8,29,43,0,0,1,0,549.5,8.08
Rodney Carney,200760,MIN,67,481,126,26,45,29,79,43,0,0,0,0,537.0,8.01
Amir Johnson,101161,DET,62,217,232,20,20,60,0,33,0,0,2,0,489.5,7.9
Ricky Davis,1729,LAC,36,232,60,82,19,5,35,39,0,0,0,0,284.5,7.9
Lou Amundson,200811,PHX,76,321,270,28,32,65,0,56,0,0,1,0,597.5,7.86
Mardy Collins,200776,LAC,48,251,107,111,31,10,13,58,0,0,1,0,375.0,7.81
Jason Kapono,2574,TOR,80,654,163,105,22,3,98,70,0,0,0,0,624.0,7.8
Francisco Elson,1922,MIL,59,200,229,32,36,36,1,48,0,0,1,0,458.5,7.77
Javaris Crittenton,201159,WAS,63,317,166,150,40,6,2,82,0,0,1,0,486.5,7.72
Shaun Livingston,2733,OKC,12,71,28,20,7,2,0,9,0,0,0,0,92.5,7.71
Will Bynum,101198,DET,57,410,75,157,34,2,3,76,0,0,1,0,435.5,7.64
George Hill,201588,SAS,77,438,158,136,45,21,24,74,0,0,1,0,584.0,7.58
Sergio Rodriguez,200771,POR,80,356,130,286,54,2,37,119,0,0,0,0,605.5,7.57
Anthony Johnson,1533,ORL,80,421,147,200,46,5,52,82,0,0,0,0,603.5,7.54
Joel Anthony,201202,MIA,65,144,197,27,20,93,0,41,0,0,1,0,482.0,7.42
Tony Battie,1499,ORL,77,372,278,31,26,25,2,46,0,0,0,0,552.0,7.17
Julian Wright,201153,NOH,54,237,152,43,35,19,2,43,0,0,1,0,380.5,7.05
Steve Novak,200779,LAC,71,492,125,40,20,5,119,23,0,0,0,0,497.5,7.01
DeSagana Diop,2205,CHA,75,170,273,32,29,56,0,39,0,0,0,0,521.0,6.95
Aaron Gray,201189,CHI,56,196,220,46,14,18,0,40,0,0,1,0,389.0,6.95
Ime Udoka,2137,SAS,67,289,187,54,36,12,41,38,0,0,0,0,464.0,6.93
Reggie Evans,2501,PHI,79,262,361,26,41,8,0,69,0,0,0,0,547.0,6.92
Kosta Koufos,201585,UTA,48,224,138,20,12,31,0,26,0,0,0,0,330.0,6.88
Danilo Gallinari,201568,NYK,28,170,55,15,14,4,32,15,0,0,0,0,192.0,6.86
Travis Diener,101143,IND,55,206,86,122,26,5,46,21,0,0,0,0,375.0,6.82
Robert Swift,2741,OKC,26,86,89,9,5,17,0,8,0,0,0,0,177.0,6.81
Shelden Williams,200749,MIN,45,186,153,12,22,18,0,34,0,0,2,0,306.0,6.8
Juan Dixon,2413,WAS,50,261,67,118,35,6,25,70,0,0,0,0,340.0,6.8
Mikki Moore,1630,BOS,70,276,258,53,17,19,0,48,0,0,1,0,474.0,6.77
Dahntay Jones,2563,DEN,79,429,168,78,49,19,11,68,0,0,0,0,534.0,6.76
Mike Taylor,201446,LAC,51,289,87,106,36,0,13,73,0,0,0,0,343.0,6.73
