Player,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Landry Shamet,BKN,61,567,112,99,31,10,129,48,0,0,0,0,593.0,9.72
Dwight Powell,DAL,58,342,234,63,36,30,5,40,0,0,1,0,563.5,9.72
Terance Mann,LAC,67,472,242,104,29,13,38,40,0,0,2,0,647.0,9.66
Willie Cauley-Stein,DAL,53,280,236,35,21,43,1,29,0,0,1,0,511.5,9.65
Goga Bitadze,IND,45,231,150,37,9,60,20,17,0,0,0,0,433.5,9.63
Dean Wade,CLE,63,376,215,74,35,21,78,30,0,0,1,0,599.0,9.51
Damion Lee,GSW,57,373,180,73,38,8,77,30,0,0,0,0,540.0,9.47
Payton Pritchard,BOS,66,510,158,120,37,9,102,53,0,0,0,0,623.0,9.44
Luke Kennard,LAC,63,520,161,104,23,9,100,48,0,0,1,0,592.0,9.4
D.J. Augustin,HOU,57,438,94,188,28,1,83,65,0,0,0,0,535.5,9.39
DeAndre' Bembry,TOR,51,293,146,107,53,18,14,71,0,0,0,0,477.5,9.36
Eric Paschall,GSW,40,381,128,51,12,7,18,43,0,0,0,0,373.5,9.34
Denzel Valentine,CHI,62,406,197,105,30,7,80,42,0,0,0,0,577.0,9.31
Isaiah Hartenstein,CLE,46,236,181,55,19,39,2,44,0,0,1,0,428.0,9.3
Saben Lee,DET,48,267,97,174,32,13,8,55,0,0,0,0,443.5,9.24
Juancho Hernangomez,MIN,52,375,205,35,19,7,55,27,0,0,0,0,480.0,9.23
R.J. Hampton,ORL,51,354,179,87,21,10,27,53,0,0,3,0,468.5,9.19
Moritz Wagner,ORL,45,310,146,50,26,18,31,43,0,0,1,0,412.5,9.17
Alize Johnson,BKN,18,94,90,14,5,5,1,9,0,0,2,0,164.5,9.14
Nemanja Bjelica,MIA,37,242,127,69,15,5,27,33,0,0,0,0,337.5,9.12
Yogi Ferrell,LAC,10,56,19,22,7,3,9,3,0,0,0,0,90.5,9.05
Ed Davis,MIN,23,48,115,21,13,13,0,7,0,0,0,0,205.0,8.91
Ignas Brazdeikis,ORL,13,91,45,17,4,3,11,12,0,0,0,0,115.0,8.85
P.J. Tucker,MIL,52,193,204,61,39,20,40,40,0,0,0,0,459.5,8.84
Jaylen Hoard,OKC,19,116,65,24,13,5,0,17,0,0,0,0,166.0,8.74
Josh Okogie,MIN,59,316,156,63,54,28,29,43,0,0,0,0,512.5,8.69
Maurice Harkless,SAC,37,194,89,44,30,20,23,22,0,0,0,0,319.5,8.64
Frank Jackson,DET,40,390,86,36,15,1,61,34,0,0,0,0,345.5,8.64
Jay Scrubb,LAC,4,35,14,1,4,0,2,7,0,0,0,0,34.5,8.62
Anfernee Simons,POR,64,502,140,89,18,8,120,43,0,0,0,0,549.0,8.58
Dylan Windler,CLE,31,161,107,33,19,12,26,32,0,0,1,0,264.5,8.53
Tyrese Maxey,PHI,61,488,104,120,26,13,31,41,0,0,0,0,520.5,8.53
Devin Vassell,SAS,62,341,174,56,43,18,52,22,0,0,0,0,526.5,8.49
Bryn Forbes,MIL,70,701,112,45,24,1,154,44,0,0,1,0,591.5,8.45
Jordan Bell,GSW,6,15,24,7,3,5,0,4,0,0,0,0,50.5,8.42
Avery Bradley,HOU,27,173,57,46,21,3,33,28,0,0,0,0,226.0,8.37
Kira Lewis Jr.,NOP,54,343,71,124,38,10,40,34,0,0,0,0,448.5,8.31
Jeff Teague,MIL,55,371,88,132,34,12,36,64,0,0,0,0,451.5,8.21
Chimezie Metu,SAC,36,226,112,28,14,18,13,29,0,0,0,0,294.5,8.18
Matthew Dellavedova,CLE,13,36,24,58,4,1,4,6,0,0,0,0,106.0,8.15
Aaron Holiday,IND,66,475,89,123,46,13,67,66,0,0,1,0,536.0,8.12
Frank Mason III,ORL,4,25,12,12,0,0,2,5,0,0,0,0,32.5,8.12
Brad Wanamaker,CHA,61,336,105,174,43,11,16,71,0,0,0,0,492.0,8.07
Cody Martin,CHA,52,207,161,86,37,12,16,40,0,0,1,0,417.5,8.03
Justin Jackson,MIL,34,245,77,52,15,2,36,32,0,0,0,0,271.5,7.99
Stanley Johnson,TOR,61,267,153,89,52,18,45,54,0,0,2,0,486.0,7.97
Caleb Martin,CHA,53,264,141,67,37,12,31,33,0,0,1,0,421.5,7.95
Yuta Watanabe,TOR,50,218,159,40,26,19,36,19,0,0,0,0,397.0,7.94
Dante Exum,HOU,6,23,17,13,4,2,2,7,0,0,0,0,47.5,7.92
Solomon Hill,ATL,71,317,214,75,50,11,68,42,0,0,0,0,561.5,7.91
Abdel Nader,PHX,24,160,62,19,10,9,18,19,0,0,0,0,189.0,7.88
Timothe Luwawu-Cabarrot,BKN,58,370,129,69,33,6,75,43,0,0,0,0,455.5,7.85
John Konchar,MEM,43,184,128,47,30,9,21,18,0,0,0,0,337.5,7.85
D.J. Wilson,HOU,35,183,112,23,11,16,30,22,0,0,1,0,274.5,7.84
Georges Niang,UTA,72,500,176,59,25,8,124,51,0,0,1,0,563.0,7.82
Damyean Dotson,CLE,46,308,93,91,16,4,46,42,0,0,0,0,359.0,7.8
Ben McLemore,LAL,53,406,100,39,23,9,97,42,0,0,0,0,412.5,7.78
Chasson Randle,ORL,41,266,82,74,22,5,44,46,0,0,0,0,319.0,7.78
Damian Jones,SAC,39,183,121,29,11,29,1,26,0,0,1,0,297.0,7.62
Onyeka Okongwu,ATL,50,228,163,18,23,33,0,29,0,0,2,0,380.0,7.6
Robert Franks,ORL,7,43,14,5,3,3,5,2,0,0,0,0,53.0,7.57
Trey Lyles,SAS,23,115,86,14,6,1,14,6,0,0,1,0,173.5,7.54
Tony Snell,ATL,47,249,112,59,13,11,62,21,0,0,0,0,353.5,7.52
Jerome Robinson,WAS,17,83,38,25,12,6,11,19,0,0,0,0,127.0,7.47
Edmond Sumner,IND,53,399,94,49,33,10,35,51,0,0,0,0,395.0,7.45
Grant Williams,BOS,63,294,178,64,32,24,48,56,0,0,0,0,469.0,7.44
Jarrett Culver,MIN,34,180,104,24,17,9,13,28,0,0,1,0,249.5,7.34
Precious Achiuwa,MIA,61,304,208,29,20,28,0,43,0,0,3,0,445.0,7.3
Anthony Lamb,HOU,24,133,70,23,6,5,23,19,0,0,0,0,174.0,7.25
Jalen Harris,TOR,13,96,18,17,8,0,17,14,0,0,0,0,93.5,7.19
Jabari Parker,BOS,13,72,42,11,1,5,2,10,0,0,0,0,92.0,7.08
Luke Kornet,BOS,31,106,67,24,4,32,15,7,0,0,0,0,216.5,6.98
Troy Brown Jr.,CHI,34,161,105,29,10,6,22,21,0,0,0,0,236.5,6.96
Wesley Matthews,LAL,58,279,93,54,38,17,66,26,0,0,0,0,403.5,6.96
JJ Redick,DAL,44,327,64,51,11,3,66,36,0,0,0,0,303.5,6.9
Dakota Mathias,PHI,8,48,7,13,1,3,8,1,0,0,0,0,55.0,6.88
Mike Scott,PHI,51,213,120,40,24,14,53,19,0,0,0,0,350.0,6.86
Chris Chiozza,BKN,22,88,24,65,7,6,13,16,0,0,1,0,150.5,6.84
Trey Burke,DAL,62,411,54,81,36,7,58,33,0,0,0,0,422.5,6.81
Tyler Johnson,BKN,39,210,77,47,14,0,48,17,0,0,0,0,264.0,6.77
Boban Marjanovic,DAL,33,156,128,10,2,6,1,12,0,0,3,0,223.5,6.77
Patrick Patterson,LAC,38,197,75,29,14,8,40,11,0,0,0,0,255.5,6.72
Chandler Hutchison,WAS,25,107,78,17,12,5,8,20,0,0,0,0,166.5,6.66
Aaron Nesmith,BOS,46,218,127,23,15,9,40,23,0,0,0,0,304.0,6.61
Darius Miller,OKC,18,73,24,21,13,5,17,8,0,0,0,0,118.0,6.56
Sekou Doumbouya,DET,56,285,143,47,24,9,26,44,0,0,0,0,367.5,6.56
DaQuan Jeffries,SAS,31,127,71,22,15,10,20,14,0,0,0,0,202.5,6.53
Anderson Varejao,CLE,5,13,20,3,0,2,0,1,0,0,0,0,32.5,6.5
Jake Layman,MIN,45,231,67,28,29,19,23,26,0,0,0,0,292.0,6.49
Jordan Nwora,MIL,30,171,60,7,17,8,28,24,0,0,2,0,194.5,6.48
E'Twaun Moore,PHX,27,133,45,40,15,5,11,23,0,0,0,0,174.0,6.44
Nico Mannion,GSW,30,123,46,70,16,1,22,31,0,0,0,0,191.5,6.38
Harry Giles III,POR,38,108,133,29,8,13,8,20,0,0,0,0,242.0,6.37
Semi Ojeleye,BOS,56,260,147,37,17,0,58,21,0,0,0,0,356.0,6.36
Jevon Carter,PHX,60,248,92,71,29,9,56,16,0,0,1,0,376.0,6.27
Gary Clark,PHI,39,119,115,31,13,7,31,17,0,0,0,0,244.0,6.26
Rodney McGruder,DET,16,91,22,16,8,1,11,7,0,0,0,0,100.0,6.25
Brandon Goodwin,ATL,47,228,69,95,17,0,32,36,0,0,0,0,292.0,6.21
Nassir Little,POR,48,220,128,23,5,13,28,18,0,0,0,0,293.0,6.1
Garrison Mathews,WAS,64,354,87,26,29,7,76,10,0,0,0,0,390.0,6.09
Lamar Stevens,CLE,40,165,96,25,17,13,4,23,0,0,1,0,243.5,6.09
Charlie Brown Jr.,OKC,9,40,17,9,4,2,5,6,0,0,0,0,54.5,6.06
Tacko Fall,BOS,19,47,52,3,1,20,0,6,0,0,0,0,114.5,6.03
Wenyen Gabriel,NOP,21,72,54,11,9,8,13,15,0,0,0,0,126.5,6.02
Tim Frazier,MEM,5,8,8,16,2,1,0,4,0,0,0,0,30.0,6.0
Isaiah Thomas,NOP,3,23,4,5,1,0,3,6,0,0,0,0,18.0,6.0
Kelan Martin,IND,35,157,78,17,10,10,24,16,0,0,0,0,209.5,5.99
Mamadi Diakite,MIL,14,44,34,8,6,5,1,3,0,0,0,0,83.5,5.96
Glenn Robinson III,SAC,23,121,45,20,4,3,16,11,0,0,0,0,136.5,5.93
Tyler Cook,DET,32,156,95,17,8,2,1,21,0,0,0,0,189.5,5.92
Nicolo Melli,DAL,45,134,122,44,14,3,23,12,0,0,0,0,266.5,5.92
Rodney Hood,TOR,55,246,103,53,24,7,34,36,0,0,0,0,322.0,5.85
Paul Reed,PHI,26,88,61,12,10,13,0,12,0,0,1,0,152.0,5.85
Max Strus,MIA,39,236,41,24,11,2,50,8,0,0,0,0,226.0,5.79
Thon Maker,CLE,8,30,18,4,2,4,0,3,0,0,0,0,46.0,5.75
JaKarr Sampson,IND,29,134,77,4,2,14,3,15,0,0,0,0,166.5,5.74
Andre Roberson,BKN,5,6,15,4,3,1,1,2,0,0,0,0,28.5,5.7
Jahlil Okafor,DET,27,145,66,13,6,5,2,21,0,0,0,0,153.5,5.69
Rondae Hollis-Jefferson,POR,11,27,26,13,2,4,0,2,0,0,0,0,62.5,5.68
Brodric Thomas,CLE,32,125,53,30,15,10,16,22,0,0,0,0,181.5,5.67
Josh Hall,OKC,21,86,59,28,4,1,4,25,0,0,1,0,118.0,5.62
Mason Jones,PHI,32,168,55,42,7,1,24,29,0,0,0,0,180.0,5.62
Gabe Vincent,MIA,50,242,56,67,21,2,46,34,0,0,1,0,280.0,5.6
Obi Toppin,NYK,62,253,138,29,17,15,26,23,0,0,0,0,347.5,5.6
Tremont Waters,BOS,26,99,21,62,15,1,15,27,0,0,0,0,145.0,5.58
Mychal Mulder,GSW,60,337,60,26,12,12,85,16,0,0,0,0,329.0,5.48
Ersan Ilyasova,UTA,17,65,29,4,10,3,18,8,0,0,0,0,92.5,5.44
Jordan Bone,ORL,14,56,24,18,2,0,10,3,0,0,0,0,76.0,5.43
Reggie Perry,BKN,26,78,73,14,6,6,4,15,0,0,1,0,138.0,5.31
Paul Watson,TOR,27,111,45,17,6,3,30,9,0,0,0,0,141.5,5.24
Javonte Green,CHI,41,146,71,17,28,6,10,19,0,0,0,0,215.0,5.24
Nathan Knight,ATL,33,124,72,8,9,10,6,15,0,0,1,0,169.0,5.12
Romeo Langford,BOS,18,56,35,13,6,5,5,10,0,0,0,0,90.5,5.03
Killian Tillie,MEM,18,57,24,8,5,8,10,2,0,0,0,0,89.5,4.97
Luka Samanic,SAS,33,122,68,15,8,8,12,20,0,0,0,0,162.0,4.91
Thanasis Antetokounmpo,MIL,57,166,124,46,22,10,7,43,0,0,1,0,278.5,4.89
Anthony Gill,WAS,26,80,51,11,10,4,7,8,0,0,0,0,125.5,4.83
Ryan Arcidiacono,CHI,44,136,67,56,9,0,25,10,0,0,0,0,211.5,4.81
Skylar Mays,ATL,33,124,35,30,14,2,14,9,0,0,0,0,157.0,4.76
Kevin Knox II,NYK,42,163,61,19,12,6,35,17,0,0,0,0,198.0,4.71
Trent Forrest,UTA,30,88,44,45,9,4,5,21,0,0,0,0,140.5,4.68
Josh Green,DAL,39,101,78,28,16,3,4,17,0,0,0,0,179.5,4.6
Langston Galloway,PHX,40,190,42,26,8,0,36,13,0,0,0,0,184.0,4.6
Meyers Leonard,MIA,3,10,7,2,0,0,3,2,0,0,0,0,13.5,4.5
Devin Cannady,ORL,8,34,5,1,5,1,6,2,0,0,0,0,36.0,4.5
KZ Okpala,MIA,37,92,68,19,10,11,12,15,0,0,0,0,166.0,4.49
Wes Iwundu,NOP,41,99,90,18,15,4,5,19,0,0,0,0,179.0,4.37
Amida Brimah,IND,5,13,8,1,0,5,0,4,0,0,0,0,21.5,4.3
Keita Bates-Diop,SAS,30,79,49,12,11,5,5,7,0,0,0,0,128.0,4.27
Shaquille Harrison,DEN,34,73,48,25,17,5,3,11,0,0,0,0,144.0,4.24
Isaiah Joe,PHI,41,153,36,20,12,4,39,11,0,0,0,0,173.0,4.22
Frank Ntilikina,NYK,33,89,31,19,18,4,23,11,0,0,0,0,139.0,4.21
Sindarius Thornwell,ORL,21,41,18,21,13,2,7,7,0,0,0,0,86.0,4.1
Zeke Nnaji,DEN,42,136,65,10,8,4,24,7,0,0,0,0,172.0,4.1
Mfiondu Kabengele,CLE,39,95,60,17,8,13,13,15,0,0,0,0,158.0,4.05
Didi Louzada,NOP,3,8,3,3,2,0,2,3,0,0,0,0,12.0,4.0
Bruno Caboclo,HOU,6,17,14,1,0,2,0,4,0,0,0,0,23.5,3.92
Kris Dunn,ATL,4,5,6,2,2,2,0,3,0,0,0,0,15.5,3.88
Gary Payton II,GSW,10,25,11,1,6,1,2,1,0,0,0,0,38.5,3.85
Carsen Edwards,BOS,31,123,26,14,7,1,18,7,0,0,0,0,119.5,3.85
Kyle Guy,SAC,31,87,35,32,6,0,13,11,0,0,0,0,118.0,3.81
Isaac Bonga,WAS,40,78,66,23,11,9,13,22,0,0,0,0,152.5,3.81
Sam Merrill,MIL,30,89,30,21,8,1,21,10,0,0,0,0,114.0,3.8
Justin James,SAC,36,139,30,22,8,3,14,15,0,0,0,0,135.5,3.76
Miye Oni,UTA,54,105,84,28,11,8,30,16,0,0,0,0,201.5,3.73
Norvel Pelle,NYK,13,20,19,2,1,9,0,3,0,0,0,0,48.0,3.69
Justin Robinson,OKC,9,21,7,9,3,0,4,2,0,0,0,0,32.5,3.61
Chris Silva,SAC,15,32,27,6,1,6,1,10,0,0,0,0,53.5,3.57
Alfonzo McKinnie,LAL,39,122,54,6,7,0,16,5,0,0,0,0,138.0,3.54
Quinn Cook,CLE,23,76,17,18,4,1,11,7,0,0,0,0,81.5,3.54
Jeremiah Martin,CLE,9,22,7,4,5,2,3,6,0,0,0,0,31.5,3.5
Ray Spalding,HOU,2,4,4,0,0,2,0,3,0,0,0,0,7.0,3.5
Jahmi'us Ramsey,SAC,13,40,10,6,4,1,5,3,0,0,0,0,45.5,3.5
Amir Coffey,LAC,44,140,44,22,10,0,23,15,0,0,0,0,152.5,3.47
Axel Toupane,MIL,8,14,6,4,2,3,1,0,0,0,0,0,27.5,3.44
Daniel Oturu,LAC,30,54,48,10,4,7,1,9,0,0,1,0,99.5,3.32
Devontae Cacok,LAL,20,39,32,1,5,4,0,5,0,0,0,0,65.5,3.27
Bruno Fernando,ATL,33,51,78,10,4,3,0,21,0,0,0,0,106.5,3.23
Jarrell Brantley,UTA,28,64,27,15,7,2,12,8,0,0,0,0,90.0,3.21
Cam Reynolds,HOU,5,15,5,2,0,0,3,0,0,0,0,0,16.0,3.2
Alen Smailagic,GSW,15,28,16,4,3,5,4,5,0,0,0,0,47.0,3.13
Vernon Carey Jr.,CHA,19,46,27,2,1,5,1,5,0,0,0,0,59.5,3.13
Matt Thomas,UTA,45,139,44,19,4,0,27,14,0,0,0,0,140.0,3.11
CJ Elleby,POR,30,68,32,10,6,3,7,5,0,0,0,0,92.5,3.08
Rodions Kurucs,MIL,21,31,23,10,9,4,6,13,0,0,0,0,64.5,3.07
Tre Jones,SAS,37,94,21,39,8,0,3,13,0,0,0,0,111.5,3.01
Udonis Haslem,MIA,1,4,1,0,0,0,0,0,0,0,0,0,3.0,3.0
Vlatko Čančar,DEN,41,85,50,14,11,2,9,14,0,0,0,0,123.0,3.0
Deividas Sirvydis,DET,20,41,29,5,2,0,10,5,0,0,0,0,58.5,2.92
Devon Dotson,CHI,11,23,5,7,4,0,1,0,0,0,0,0,32.0,2.91
Sean McDermott,MEM,18,39,19,4,2,3,5,4,0,0,0,0,51.0,2.83
Cristiano Felicio,CHI,18,23,26,9,4,0,0,4,0,0,0,0,50.5,2.81
Jalen Smith,PHX,27,53,37,4,1,4,4,7,0,0,1,0,73.5,2.72
Patrick McCaw,TOR,5,5,3,4,2,0,0,0,0,0,0,0,13.5,2.7
Anthony Tolliver,PHI,11,17,10,2,3,2,4,3,0,0,0,0,29.5,2.68
Jared Dudley,LAL,12,6,21,5,1,1,2,2,0,0,0,0,32.0,2.67
Quinndary Weatherspoon,SAS,20,46,11,8,8,2,1,10,0,0,0,0,52.5,2.62
Bol Bol,DEN,32,69,24,7,3,10,9,13,0,0,0,0,83.0,2.59
Jontay Porter,MEM,11,22,14,1,3,1,3,7,0,0,0,0,28.5,2.59
Robert Woodard II,SAC,13,20,16,2,0,3,1,1,0,0,0,0,33.5,2.58
Marques Bolden,CLE,6,7,6,0,2,2,0,2,0,0,0,0,15.5,2.58
Rayjon Tucker,PHI,14,34,11,6,2,0,2,4,0,0,0,0,35.0,2.5
Karim Mane,ORL,10,11,14,4,0,2,1,3,0,0,0,0,25.0,2.5
Nate Hinton,DAL,21,41,9,8,7,2,4,5,0,0,0,0,52.5,2.5
Markus Howard,DEN,37,105,21,18,4,1,18,18,0,0,0,0,92.5,2.5
Jalen Lecque,IND,4,5,5,2,0,0,0,0,0,0,0,0,9.5,2.38
Tyrell Terry,DAL,11,11,6,6,5,0,0,2,0,0,0,0,25.5,2.32
T.J. Leaf,POR,7,12,5,1,2,1,0,2,0,0,0,0,16.0,2.29
Vincent Poirier,PHI,10,8,14,2,0,3,0,4,0,0,0,0,22.0,2.2
James Nunnally,NOP,9,15,9,3,0,0,4,2,0,0,0,0,19.5,2.17
Juwan Morgan,UTA,29,35,28,9,4,1,4,4,0,0,0,0,62.5,2.16
Grant Riller,CHA,7,18,1,3,1,0,2,1,0,0,0,0,15.0,2.14
Cassius Winston,WAS,22,41,9,12,2,1,8,5,0,0,0,0,46.5,2.11
Cassius Stanley,IND,24,36,20,1,1,2,3,1,0,0,0,0,45.5,1.9
Udoka Azubuike,UTA,15,16,13,0,1,4,0,3,0,0,0,0,28.0,1.87
Elijah Hughes,UTA,18,31,9,6,1,1,8,6,0,0,0,0,32.5,1.81
Kostas Antetokounmpo,LAL,15,12,19,1,2,4,0,11,0,0,0,0,27.0,1.8
Tyler Bey,DAL,18,18,19,3,0,1,1,3,0,0,0,0,30.5,1.69
Malik Fitts,LAC,3,3,3,0,0,0,1,0,0,0,0,0,5.0,1.67
Iman Shumpert,BKN,2,2,1,0,1,0,0,1,0,0,0,0,3.0,1.5
Ty-Shon Alexander,PHX,15,9,10,6,0,1,2,3,0,0,0,0,20.5,1.37
Adam Mokoka,CHI,14,15,5,5,2,1,1,5,0,0,0,0,19.0,1.36
Nate Darling,CHA,7,9,1,1,0,1,2,1,0,0,0,0,8.5,1.21
Keljin Blevins,POR,17,12,10,4,2,0,2,5,0,0,0,0,20.0,1.18
Nick Richards,CHA,18,15,11,2,0,0,0,3,0,0,0,0,17.5,0.97
Jaylen Adams,MIL,7,2,3,2,0,0,0,0,0,0,0,0,6.0,0.86
Brian Bowen II,IND,6,3,3,0,0,0,0,0,0,0,0,0,4.5,0.75
Theo Pinson,NYK,17,2,5,1,0,0,0,1,0,0,0,0,6.0,0.35
Jared Harper,NYK,8,3,2,1,0,0,0,3,0,0,0,0,1.5,0.19
Terrance Ferguson,PHI,13,2,1,2,1,0,0,4,0,0,0,0,2.0,0.15
Greg Whittington,DEN,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Noah Vonleh,BKN,4,0,1,1,0,0,0,2,0,0,0,0,0.0,0.0
Ashton Hagans,MIN,2,0,0,0,0,0,0,1,0,0,0,0,-1.0,-0.5
Will Magnay,NOP,1,0,0,0,0,0,0,1,0,0,0,0,-1.0,-1.0
Anžejs Pasečņiks,WAS,1,0,1,1,0,0,0,5,0,0,0,0,-3.0,-3.0
